Author,Review,Rating,Restaurant,Location
Sabrina,"For the price that we were paying, was expecting better service.Our mains took 1 hour to come out and when asked, we were told that it was …MoreFor the price that we were paying, was expecting better service.Our mains took 1 hour to come out and when asked, we were told that it was because there were alot of people. I feel like that's a human resource issue that needs to be settled internally instead of making the customers suffer for it.The staff are friendly and very nice. But no point when your starving for your food.Barramundi we had was nothing special. Lobster was fresh and cooked well.","Rated 2.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Kevin O'Brien,"Excellent restaurant, the food is superb, I had sea bass fillets, and my wife had lamb shank. I tasted my wife's lamb shank, and we both agreed it was one of the best shanks we had tasted. My fish was very good as well. The quality of the …MoreExcellent restaurant, the food is superb, I had sea bass fillets, and my wife had lamb shank. I tasted my wife's lamb shank, and we both agreed it was one of the best shanks we had tasted. My fish was very good as well. The quality of the food, was also matched by the excellent service. Both meals were at a fair price, about half we would pay back in the UK.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Miguel Orri,"A very disappointing experience. Had to wait for over an hour then the chef appeared in a clearly drunken state explaining that he didn’t have time to defrost the lobsters we ordered. So we changed our order when he became rude and abusive …MoreA very disappointing experience. Had to wait for over an hour then the chef appeared in a clearly drunken state explaining that he didn’t have time to defrost the lobsters we ordered. So we changed our order when he became rude and abusive and we decided to leave. The staff was highly embarrassed, apologetic and very professional. Pity the chef/owner lost the plot in a once highly rated restaurant.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Kart T,"Overrated and worst service. The waitstaff is not to be blamed but the management is! They didn't follow the ticket order process and cooked in bulk instead. …MoreOverrated and worst service. The waitstaff is not to be blamed but the management is! They didn't follow the ticket order process and cooked in bulk instead.Came here during lunch time at 12.30pm as per my reservation, the lunch set menu wasn't ready hence we ordered drinks first. We were the first few table that came and ordered but the appetizer came at 1.21pm, main course came at 2.07pm. Yes, main course came more than 1 hr after we ordered. What frustrated me the most is the disorganization as they didn't serve as per the ticket order. My appetizer was Buffalo Mozarella Caprese which was pretty simple but it served the last as they served Baked Escargots for other tables who came and ordered after us. Then, they also served the main course to other tables who came after us. When we asked, they said it's how they do it because they cooked in bulk (like catering food). It's very surprising and upsetting because most of people there made reservations before they came and it was a pre-defined lunch set menu hence Gallo Nero should be able to do proper prep to execute the ticket. I don't think there was ""mise en place"" in the kitchen because if there were, we wouldn't get the main course 1.5 hrs after we came. And since they cooked in bulk, the taste of all the meals was also subpar.1 star is for the only female wait staff who apologized profusely for the delay. Thanks to her, I will consider to come again only if they fix their entire ticket process and serving order.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Jacqueline Ho,"Horrible service! We left!The lady server is unprofessional n has an attitude issue. We arrived b4 another …MoreHorrible service! We left!The lady server is unprofessional n has an attitude issue. We arrived b4 another group but she decided to sit the other group 1st.We made reservation in advance but they sat us next to their staff entrance. We have a baby and it is not condusive. The resto was empty n we asked to move. With an irritated tone she said u booked n this is ur seat!After that she whispered to the other wait staff n we didnt get service attention. Looking at the menu n with that prices in langkawi, they are not living up to the service level expected.We stood up n left!We will not bother giving this place a second chance nor recommend it to our friends that would be coming to langkawi.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Alex Ler,"I suggest changing your chef, when you one chef who is unreliable it won't work. How can he be drunk and while 20 guest was waiting for almost 2 hours for the food yet still no show. Staff should have advise us that the chef was in no condition to cook. Ruined our entire evening.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Mathew Fedley,Good quality Italian restaurant which is pricy by Malay standards for dinner but the service and the ingredients are good quality. Do note that the waiters often politely and professionally upsell which I don't always see in Malaysia. Note …MoreGood quality Italian restaurant which is pricy by Malay standards for dinner but the service and the ingredients are good quality. Do note that the waiters often politely and professionally upsell which I don't always see in Malaysia. Note that if you just want a feed then goto Pizza Hut a few shops away. 3 course lunch for 38 ringitt would probably be excellent value for money,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
petardMN,We had a great italian dinner in this nice restaurant in Langkawi.Food and wine are italian 100% and prices very affordable.Thanks to Lorenzo and his staff.We will back soon.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Ying Tsang Huang,"I am sitting in the restaurant for 2hours 15mins ... and my main dish hasn't arrived. I asked when my dish will come, and the waiter shrugged his shoulders. I am perplexed. The worst slowest service ever. Unacceptable and a real spoiler. …MoreI am sitting in the restaurant for 2hours 15mins ... and my main dish hasn't arrived. I asked when my dish will come, and the waiter shrugged his shoulders. I am perplexed. The worst slowest service ever. Unacceptable and a real spoiler.We have 8 pax. After 1hour 45mins, 2dishes came. When 2 finished dinner, 6pax are still waiting. I dunno if I should laugh or cry.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Joshua Chia,This is a MUST VISIT! The Buffalo Mozzarella made locally in Langkawi paired beautifully with the tomatoes and basil. Seafood platter was delicious as were the desserts which can't be found in most Italian restaurants locally. Kudos to the Chef! 👏🏻,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Kevin Low,"Salmon croquettes were served cold12 hours duck drumstick was not tender and was pretty dryRavioli was so so, makes me wonder if earlier reviews were fake. These comments …MoreSalmon croquettes were served cold12 hours duck drumstick was not tender and was pretty dryRavioli was so so, makes me wonder if earlier reviews were fake. These comments were made unbiased from the additional feedback belowOn a separate note, starters were served at 845pm and mains only came at 945pm. Excuse given was that a takeaway order came at 820pm, thus he was served first and wanted to show me the whatsapp as proof. That's for you to manage lady, not me. Btw guy who ordered at apparently 820pm got his food just a min earlier than me.Thanks for spoiling my night.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Plamen Stoev,"Great ambience, nice and friendly staff with first class quality food and service. Could be considered as a little bit pricey but it's definitely a worth to try. No doubt you'll enjoy it :) Thank you for making our date night great.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
N L,"The set menu offers good value for money (Rm 38++ for 3 courses). Whilst the seafood-based dishes were fresh and tasty, the bolognese was disappointingly average. Food aside, service was impeccable and the ambiance is lovely - perfect for date night.","Rated 3.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Ton van Dijk,"Excellent food, excellent wine & excellent service. A place to be visited during your Langkawi stay.And no pizzas on the menu 😁.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Calvin at DrifterStudio,The best food on Langkawi. Consistent high quality Italian style food with outstanding service,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Tord Avsnes Sæle,"This was a plesant surprise in Langkawi.We stayed at the Smith House next door, and decised to try this restauarnt based on the good google reviews. …MoreThis was a plesant surprise in Langkawi.We stayed at the Smith House next door, and decised to try this restauarnt based on the good google reviews.If you are in Langkawi and want some non-asian quality food and time. Go!","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Victor Jimenez,"After several days eating local food, an open window of fresh air, a real Italian restaurant, Grazie mille for your good product and elaboration. Excellent, 100% recommended.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Redha Rashid,Hearty Italian meals on the island!,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Roy Sharma,Delicious food. The pasta I had was perfect and the prawns were cooked to perfection.,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
黄超越,Good service.. and nice environment.. just the background music too loud..The food is nice and delicious.. …MoreGood service.. and nice environment.. just the background music too loud..The food is nice and delicious..Will come again when I reach Langkawi..,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Grace T,Wonderful Italian place with such great flavours that perfectly complement each other. Dessert was wonderful as well.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
michael rushton,"Went the first time today for lunch, on recommendedation of a friend. The quality of the food was excellent, the price was very reasonable, the staff were friendly, polite and extremely attentive and the restaurant was both comfortable and …MoreWent the first time today for lunch, on recommendedation of a friend. The quality of the food was excellent, the price was very reasonable, the staff were friendly, polite and extremely attentive and the restaurant was both comfortable and stylish. One very small complaint was that the glass of red wine I ordered was too warm. Which slightly marred what would have otherwise been a perfect lunch. Hence the missing star. But would definitely visit again.","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Benny Lim,"It's such a small world, the owner also a friend of those Italian restaurant back in KL like zen zero, the foods are excellent at reasonable price, so the place nice & neat with good service","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Orlando Fanti,"Fine environment, quality service and tasteful food. For sure you will enjoy having a lunch or dinner here.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Marc Salter,Posh Italian with authentic Italian owner/cook. Now offering fantastic weekend lunch 3 course. Not to be missed,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
El Shaklan,Wonderful place and wonderful food. We might go back to Langkawi just to go and have dinner here.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Rull MacKenzie,The food here is really delicious and the staff are very friendly.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Chris Khoo,First time here and absolutely enjoyed my dinner. Will definitely return.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
T T,"Love the butter fish, carpaccio and all the desserts so far! We have been a few times for lunch and dinner and never been disappointed. The chef owner is friendly and very accommodating to any requests. We will be going back on a regular …MoreLove the butter fish, carpaccio and all the desserts so far! We have been a few times for lunch and dinner and never been disappointed. The chef owner is friendly and very accommodating to any requests. We will be going back on a regular basis, I recommend booking as they do get busy!Highlight is the butterfish with a prosecco or a steak and their house red. Tiramisu was so tasty and not too heavy.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Glenn Harbeck,Lovely place great food pleasant surroundings.  Mine host very nice,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Benjamin Kee,Amazing food and service. Definitely would recommend and come again,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Selvakumar Rajasekaran,Amazing food.. great place to come with friends or family,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Low Wei Kean,"Good lunch set menu, slightly expensive but big portion as well","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Hassannar Salma,"The best Italian restaurant,  and of course the best in langkawi. We have a very special dinner, whereby they're running on some promotion of bento set. The food is reasonable, tasty, and what else can we ask more. Nice environment, you feel the Italian vibes when you enter the restaurant. Friendly staffs. And good chef aka owner.","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Adam Mathews,Came here with friends. Food was above average but service felt a little lacking.,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Kheng Ling,"Great service. The staffs were very friendly and attentive. One of the female waitress even helped me up wash my baby milk bottles. The food prices were reasonable and the portions were very large. Grilled chicken breast was good. The steak …MoreGreat service. The staffs were very friendly and attentive. One of the female waitress even helped me up wash my baby milk bottles. The food prices were reasonable and the portions were very large. Grilled chicken breast was good. The steak was not the best but passed my expectation. Had a tough time trying to finished it. The salads that came with the lunch set were ok, just a few lettuces and lots of carrot.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Gideon Oi,"Love this place. I have ate here a couple of times.The Staff are really friendly and welcoming. The Chef/Owner Lorenzo actually …MoreLove this place. I have ate here a couple of times.The Staff are really friendly and welcoming. The Chef/Owner Lorenzo actually comes out of the kitchen to greet the diners here.The atmosphere in the restaurant is really nice. They play really nice music (sometimes, its a little loud). The warm lighting in the restaurant feels really cozy.The food here is splendid. I usually have the steak and the butter fish is nice too. However, I would only recommend the butter fish if you have a strong stomach as butter fish can mess with your stomach (its the fish not the dish).It is a good place to have a dinner with friends and family, even better place for a date. They serve wine and cocktails as well.Overall, I am very impressed with the place and love it.P.s. Try out their Grappa, it is amazing!","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Gigi Loh,Nice cosy eatery. For lunch or dinner.Friendly and attentive service . Our 3 course set lunch was so prettily presented to us. Delicious😋😚. Should try.👍👍👍,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Eugene Chu,"Worst experience I ever had, waited almost 2 hours for the food to be serve. The restaurant was not even full.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Achilles Singh,Worst experience ever. Waited for two hours and the food was not serve. Ruined our entire evening.,"Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
MG R,"Delicious and nice dinner there, will come back. The staff are smiley and efficient, the food highly tasty (-not cheap although), the decoration modern and clean. The Italian owner, who is the chef, comes to greet the customers, which makes the experience well personalized. Good success to you guys!","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
syasha khalil,It's reasonable price..nice and good food. Highly recommend...,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Simon Honeybone,"We went to Gallo Nero with high expectations from friends, but were bitterly disappointed with the poor service, lack of attention and the meals were average at best. The Duck was over cooked, the Fettucini Ragu had gristle and bland flavour. Obviously there were issues that night and we will not be returning.","Rated 2.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Alex,"Very nice food. The linguine vongole came with a very generous portion of clams, and tasted delicious. The steak and lamb shank were both very good, and even the bread was worth a mention as being tasty. Also good ambience and decor. …MoreVery nice food. The linguine vongole came with a very generous portion of clams, and tasted delicious. The steak and lamb shank were both very good, and even the bread was worth a mention as being tasty. Also good ambience and decor.We have been staying at one of the 5 star hotels in Langkawi, and this food is significantly better (and cheaper) than the hotel restaurants.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Hao Zhi Leong,Great food with reasonable price.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Julie Valentini,"A real gem, an authentic Italian restaurant in Matsirat. Delicious food with so many carefully chosen flavours. No pizza on the menu when we were there - which was initially disappointing for my kids, but they soon forgot about that when …MoreA real gem, an authentic Italian restaurant in Matsirat. Delicious food with so many carefully chosen flavours. No pizza on the menu when we were there - which was initially disappointing for my kids, but they soon forgot about that when the food arrived. The chocolate flan cake with chocolate ice-cream and chocolate sauce was one of the highlights, but everything was amazing (lamb shanks, spring chicken, gnocchi). The portions could have been slightly bigger - but we felt very satisfied after antipasto, mains and dessert. Quite pricey for langkawi, but about half the price of what you'd pay in Australia/UK.","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Benjamin Leong,Really enjoyed the Italian food here. Came back twice despite the short visit.  Certain authenticity and originality and it really showed. Thanks to the chef Lorenzo,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Ruben Waran,"Nice cozy restaurant. The food here is truly authentic and delicious. The 3 course lunch set is simple yet full of flavours and at rm38 is very good value. The owner, Lorenzo, is an italian chef. Highly recommended.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Sarah A,"Friendly ambiance, the price is nice and the food portion are huge.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Caroline foote,"Excellent restaurant. Traditional Italian food, which is very tasty and beautifully presented. All the staff were lovely, especially Hasni, his service standard was impeccable","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Michelle Tomadin,"This restaurant was so authentic! The food tastes like you are in Italy! Lorenzo, the owner and cheif, is a lovely person - very passionate about providing quality food and service. Spotless clean restaurant and bathrooms, and very affordable prices! A must go whilst in Langkawi! 😊💛🌻","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Armin Gan,Squisito! Never go wrong with the Italian! Delicious food and absolutely love the bread with condiments served before the meal.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Sally Hay,"A unique dining experience in Langkawi.We had one of our best meals here on the island. From the complimentary bread, …MoreA unique dining experience in Langkawi.We had one of our best meals here on the island. From the complimentary bread, delicate olive oil and tapenade right through starters, a shared linguine and gelato, the service, music and flavours were perfect.An all round enjoyable evening.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Esther Siah,"Worst place ever, waited 1 and a half hours for the food. Ridiculous.","Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Khailesh Ganesh,Seriously the restaurant is very good. The food is amazing. I visited twice in week..  The chef and staff are jewel for the restaurant. Definitely I will be back..  Amazing place to eat this location..,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Ben Wong,"The standard of the food they serve would be something youd get at Marina Bay Sands in singapore i.e. top quality. But the price is even tastier. The fish prosciutto (thinly sliced meat) was heavenly, the pasta had lots of bite and the fish …MoreThe standard of the food they serve would be something youd get at Marina Bay Sands in singapore i.e. top quality. But the price is even tastier. The fish prosciutto (thinly sliced meat) was heavenly, the pasta had lots of bite and the fish was really fresh.Id come here everyday if i lived here.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Ella Petman,We'll be back. Never had better dinner before. Many thanks to stuff and owner. We were in Langkawi last February and  just can't wait to get back....hope to see you soon. Ella and Markku from Finland,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Jean-Michel Piedagnel,Highly recommended. Great Italian food. Good wines. We had a pleasant diner and evening. We will go back.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Cicei Nga Sze,Beautiful and comfortable environment to have diet. Nice staff and good food.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Lee Jee Chua,Worst service ever. Waited almost 2 hours n food is still not here yet. Regret coming here.,"Rated 1.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Roger Werder,"It is just unbelievable that you get over the top italian food in Langkawi, Malaysia. Of all places 1000nds of kilometers away from Italy. How come? Well the chef is italian and running this place here. Classy athmospere, soothing …MoreIt is just unbelievable that you get over the top italian food in Langkawi, Malaysia. Of all places 1000nds of kilometers away from Italy. How come? Well the chef is italian and running this place here. Classy athmospere, soothing background music ( a bit loud though) and italian food as good as in Italy with prices tha make you weep. (For joy!!). This is surely one of the best ""secret tips"" you ll get on the island. Will lure you to go back there, seriously! (At least to me)","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Erja Vasumaki,The best meal in a long time. Great service and presentation also.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Branavan Aruljothi,"Good food, great ambience. Slightly more on the pricey side but extremely worth it. Sea bass and lamb shank were amazing, and pasta and seafood were all perfectly cooked.","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
JP,Very average food. The best they have managed is not to completely destroy produce and lamb. Panna Cotta is like eating a jar of marmalade. It is food but its not delicious or memorable. Olive Garden style.,"Rated 3.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Wired Gorilla,"Great little Italian restaurant. Well trained staff with attention to details . Food was very good as well, like an authentic Milanese restaurant! Worth a visit!","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Elsa Abi Raad,We stayed 4 nights in langkawi and did 3 stops at Gallo Nero! This sounds extreme but the quality and taste of food was simply charming. Wish i can take this place back home 😍,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
"Georgios (Gio) Kyrkos , MBA","Nice ambiance but not food up to my expectations.The steak was not tender enough and there was no sauce choice.i would recommend this place but you will not be impressed.Been here 2 times, there is the only proper standalone restaurant in Langkawi.","Rated 3.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Merja Koskinen,"Very stylish restaurant, very dood service!! Seabass good. Lamb good but I would like to have some herbs in it. Dessert chocolade cake  was just delicious!!","Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Dawn Saunders,"We eat here frequently as the food is delicious, the staff are super friendly, Lorenzo is a skilled Chef & great host & the lunch menu is excellent value for money. We highly recommend Gallo Nero.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Yi Shyen Tee,"Very yummy! It's big, got lots of tables. It is a little cold, so bring your jacket/sweater. It has wine and kiddo meals.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Sandi Tomadin,After a long search for some healthy food options we found Gallo Nero. Great value and delicious food. The Pinot Grigio was nicely chilled. Clean environment and lovely staff.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Graham Blakey,We have now dined in this restaurant 3 times. Each one was a superb experience. The staff are charming. Will be dining again on 24th Dec and will take their special festive menu,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Adrian Payne,A perfect meal to wish someone a happy birthday. As always an excellent meal,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
stephen reid,Possibly the best Italian food on the Island. My first visit but already planning my return and bringing friends along.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
David Bradley,"We decided to meet Bob Mott, an old friend of ours, another Aussie who lives in Phuket at Gallo Nero. Bob was staying at the Smith House hotel in Padang Matsirat, so going to one of our favorite restaurants with him was a great choice and …MoreWe decided to meet Bob Mott, an old friend of ours, another Aussie who lives in Phuket at Gallo Nero. Bob was staying at the Smith House hotel in Padang Matsirat, so going to one of our favorite restaurants with him was a great choice and very nearby. As usual Lorenzo cooked up a storm and we all enjoyed a fabulous meal accompanied by a delicious Italian Ruffino and finished off with Lorenzo's famous Lemoncello! Bravissimo!","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Simon Watts,"Clean, modern and fresh. Best Italian, great service and excellent value with the lunch time set menu. Highly recommended. You won't find better in Langkawi.","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Yew Siang Leong,Very good pasta. Recommended.,"Rated 4.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Claudio Oliveira,Excellent food and ambience. Nothing was too much trouble for the chef who was happy to adapt a dish for a vegetarian in our group.,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Максим Максим,"Nice and cozy restaurant. Excellent service, delicious food and good choice of wines. One of the best places in Langkawi!","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Yen Chia,One of the best seafood pastas I have had . And I consider myself a picky pasta person . Amazing and well done .highly recommended .,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Vincent Liow,"Food is considered pricey in the area. Above 30 rm meals, small portion, but authentic Italian food and very friendly staff.","Rated 3.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
J Rudd,Superb Italian food. Genuine Italian chef and Italian wine. Well worth the visit! Daje,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Hasanah Binti Yahya,How can I resist Gallo ... delicious,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
"chup huoy,erny liew",Great food quality!,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
Dion Puru,This is a slick little Italian restaurant - great food and great service. They have got the Italian atmosphere just right. I will be back!,"Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
mike quaid,"A definite place to visit when dining out.Lovely staff, brilliant chef that comes around to talk to the customers and the food is amazing","Rated 5.0 out of 5,",Gallo Nero Italian Restaurant,"19, Bandar, Jalan Padang Matsirat, Langkawi, Kedah"
