Author,Title,Review,Rating,Dates,Restaurant
Tan H,Very good nonya food,This is probably the best nonya food restaurant in Malacca.  There isnt one dish I dislike.  The restaurant is small and fills up fast.,4,Reviewed 10 July 2012 ,Restoran Aunty Lee
y ySingapore,Service fail but food is still the best,"The waiting is ridiculous , the service is definitely will not pass the service sector exam . But , the ""ikan chilli garam"" ( fried fish with chilli ) is worth the wait...The fish was fresh and crispy , even our fussy children love it. Because of our young children, I usually order the fish with chilli on the side instead of the usual way of spreading over it. It's a must order dish when we go to Aunty Lee. There was one time the lady server did not let us order the fish because only 2 of us eating ( she said it was too big for just 2 of us ) But I finally managed to negotiate of getting half the fish instead, sharing with other 2 diners who came later & happended to order the same dish ( their order actually were also rejected initially ) . Other food that we ordered : chicken pongteh , duck soup , egg omellete with chincalok , pineapple prawn, stir fry vege , fish curry, they all were ok , no complain. About the lady server, most people will find her offensive , but I think the she is just too straight forward . She is actually quite friendly and ""frank"" . Aunty Lee herself is the only chef in the kitchen. I think there is only 1 or 2 girls helping her in the kitchen . So, it's a bit more like home cooking meal instead of restaurant, I would understand the waiting time is rather long even after reservation.Show less",5,Reviewed 28 May 2012 ,Restoran Aunty Lee
"gladyschaKuala Lumpur, Malaysia",we got over charge for the meal,"We ordered 7 dishes for 8 persons, all the food are tasted so-so only. one of the dish is fried fish with chili was charged at RM70+, which is too expensive!! We will come back here and go somewhere else as there are many good Nyonya food restaurant in the town. Show less",2,Reviewed 28 May 2012 ,Restoran Aunty Lee
"Kim RMalaka, Melaka, Malaysia","""Worth the Wait""","As a Westerner' living in Melaka I rate Restoran Aunty Lee as my favourite. Food is always wonderful, delicious and fresh. No franchise rubbish served here. In defense of Staff we have always found them more than friendly and helpful. One thing to consider is the popularity of this Restorant, hence Booking ahead is best. If you want superior food waiting is required.Restoran Aunty Lee is authentic Nonya unlike others. Enjoy the experience and remember you are in Malaysia where all things take a little extra time.Show less",5,Reviewed 20 April 2012 ,Restoran Aunty Lee
doomslairSingapore,Expensive food n ridiculous waiting time,"One of my first few stops after a 4hour drive from Singapore. I called several hours in advance to book a table for my family of 8. The dshes had to be ordered in advance too. Definitely something challenging for me as it was my first trip to the restaurant.As reminded countless of times, we had to be early. But upon reaching 10 minutes earlier, we had to wait another 30 minutes! Service was understandably slow; there was only 1 lady who played the roles of a cashier, waitress, cleaner etc.Food was oily and salty. I ordered the chincalok egg (oily) and chap chai (salty). The chicken was ok. I also ordered the fish (expensive) and flower crab (RM60 for 1kg). The crabs were not very fresh and it compromised the sweetness and texture of the flesh. I wouldn't recommend. We ordered 6 dishes but only 5 were served. Turned out that they forgot the prawns. So much for ordering in advance!Total bill was RM210+. Definitely pricey for 5 dishes. Fish + crabs about RM110. So veggies + chicken + egg + rice about RM 100!! There are better options out there.Show less",2,Reviewed 10 April 2012 ,Restoran Aunty Lee
Meepley,I agree with the part on the tyrant server,"Our party of 10 waited sooooooo long for our food that night, and mind you, what you get to eat in the end probably isn't what you ordered. It's what they have left to cook. It is that erratic. Tyrant server even overheard telling the chef not to cook such delicious dishes coz we asked for more rice and they had run out of it. Ridiculous. Dont think I'll go back. Even if food was really not bad. Show less",3,Reviewed 25 March 2012 ,Restoran Aunty Lee
"MrsfootlooseSingapore, Singapore","Good food, idiosyncratic service","We were a party of 5, 4 tourists and 1 local who assured us this was one of the top 2 local restaurants in Melaka. Rule no. 1: book in advance, not just for the table but for your ENTIRE order, because you will not be allowed to order extra without some sort of chiding; even then you'd be lucky to get just an omelette because Aunty has to cook for the rest of the people (who hadn't even arrived), we were told. Booking a table without specific orders of food doesn't guarantee you a table. Next: you can BYO. They have proper wine glasses. Just don't ask for extra glasses for water unless you relish being scolded. The food? It was good. The fried fish with sambal was particularly good. Crispy on the outside and juicy on the inside. The sambal was just right; not too spicy that it overwhelmed the taste of the fish. The sambal prawns with petai, the squid with black sauce, and the ayam buah keluak were also good. The chendol was excellent- the best of the 4 we tried that day. Would I go back? I would probably check out the other restaurants in Melaka but I wouldn't rule out going back for the food & quirky service. Show less",4,Reviewed 21 February 2012 ,Restoran Aunty Lee
FootlooseSingaporeSingapore,"Food was decent, just watch out for the front of restaurant tyrant","We were in Melaka on a food tour and were recommended this restaurant by locals. It is outside the tourist area on the main road out to Muar.The Peranakan home-cooked style food was delicious and reasonably priced. The sambal ikan goreng was excellent - crispy on the outside and succulent on the inside. The spices didn't overwhelm nor mask the taste of the fresh fish. We enjoyed the creamy and tasty buah keluak -1 nut per diner. The sambal prawns with petai and sotong in black vinegar were hits too. The itik tim was just right and not too salty. The highlight was the chendol - the ice wa finely shaved, the green stuff was fresh and not rubbery. It came with gula melaka in a separate bowl so you could add as much (or as little) as you like. It was, unanimously, the most outstanding of the 4 chendols that we had sampled that day!! Just beware the tyrant server (maybe she's related to the boss....) She has to be experienced to be believed but hey... she adds to the local flavour.Tips:1. make dinner reservations for 6.30 pm or be prepared to wait (no kidding!!);2. don't just reserve a table, place your dinner orders in advance too or risk losing the entire reservation;3. house policy of corkage-free BYO is great and they actually have decent wine glasses (ask for extra glasses for water at your risk - you have been warned!!!)Despite all this, the place is always packed - testament to the quality and taste of the food. So the upshot is: if you're prepared to put up with their idiosyncracies, you will be rewarded.Show less",4,Reviewed 20 February 2012 ,Restoran Aunty Lee
The Settlement ... S,I may go back there if there are frens who want to go.,"Food is good, no doubt about it.  However, if you plan to go you had better make an early reservation or you will have to wait > 1 hour before you are served.",2,Reviewed 28 December 2011 ,Restoran Aunty Lee
DanChoo,Good Authentic Nonya Food,"Decent Nonya food, must try the chendol...Best to reserve a table else it get crowded fast...",5,Reviewed 22 December 2011 ,Restoran Aunty Lee
"nqssafeMelaka, Malaysia",Chocolate Lovers 😍,"One thing I liked a lot about Molten Chocolate Cafe was their presentation. The things I ordered looked exactly like what was advertised on the menu. Portion size was perfect for sharing and you really feel like you get your money’s worth here. There’s chocolate in almost everything and the range of desserts offered include crepes, pancake, waffle, brownies, ice cream and fondues.Show less",5,Reviewed 17 December 2019 ,Molten Chocolate Cafe
Karen C,Chocolate Heaven,The chocolate ice cream and waffer are so yummy ! A must-eat for chocolate lovers ... we were at Molten Melaka,5,Reviewed 11 November 2019 ,Molten Chocolate Cafe
yisiewt,Short trip ,"Nice place to chill . A variety of chocolate desserts . Combinations of chocolate , crepe and brownies.",3,Reviewed 18 October 2019 ,Molten Chocolate Cafe
tkdevi0,Awesome chocolate cafe,We loved the desserts and drinks served here that we patronized it twice in a row for the 2 days which we stayed there. The chocolate tasted yummy and not so sweet!,5,Reviewed 7 July 2019 ,Molten Chocolate Cafe
Alnedra,Great for Choco-holics!,"Try their crepes or lava cakes. Be warned, you will get chocolate overload! Staff are polite and quite fast, although some dishes like the lava cake take time to make.",4,Reviewed 3 July 2019 ,Molten Chocolate Cafe
naphthys,Decadent chocoalte dessert,"We ordered the crunchy lotus crepe.. all i can say that it was sooooooo goooddddd... the sweetness is just right, portion is big enough for 2. Will be going back again soon to try other menu",5,Reviewed 8 May 2019 ,Molten Chocolate Cafe
r0zturk,We kept coming back!,It was our go-to for dessert during our trip! Loved everything that we ordered including the coffee! Service was superb! Highly recommended!,5,Reviewed 27 April 2019 ,Molten Chocolate Cafe
Maiden0422,Kids Favorite,"Will Not miss Molten Chocolate Café wherever its located.
Loved by the Kids and price is reasonable with lot of varieties.",4,Reviewed 2 April 2019 ,Molten Chocolate Cafe
ReinaJ27,Recommended for Choco Lover,"Perfect fondue, good quality chocolate, nice brownies to deep in. Latte also smooth. Definitely will come back. Next visit, must try their cakes and waffles.",5,Reviewed 8 January 2019 ,Molten Chocolate Cafe
545hendra,Coklat is yummmy,I really really..love this chocolate.. very recommend .. every piece of bite chocolate very smooth ..,4,Reviewed 13 December 2018 ,Molten Chocolate Cafe
yisiewt,Short trip ,The desserts and drinks are all very tasty and pretty looking . Desserts make right from chocolate fondue . But service wise a bit slow .,5,Reviewed 12 December 2018 ,Molten Chocolate Cafe
"CJ_JimmySingapore, Singapore",Desserts to die for!!! Super delish!!,We chance upon this cafe during our recent trip to Melaka. All the desserts were to die for!! Wish we could order everything in the menu but because we just had lunch we only ordered 2 desserts to share among 5 of us. A must to visit in Melaka!! Everything was just Yum.!!! A+++Show less,5,Reviewed 2 October 2018 ,Molten Chocolate Cafe
sh4545,Absolutely delicious,Had the chocolate fettuccine (crepe cut up into pasta strands and generously drizzled with warm chocolate sauce + a scoop of vanilla ice-cream) and the lava cake with a scoop of vanilla ice-cream and both were so good. Lava cake melts in your mouth. Only problem was that the service was slow. Took about 15 minutes just to get the server's attention to place our orders. Show less,4,Reviewed 20 August 2018 ,Molten Chocolate Cafe
458carah,Chocolate heaven awaits...,We have been back here 4 times now. This place is fantastic. The menu choices are a little limited but what they do do is increadible! I’d highly recommend this to anyone who loves chocolate! Be warned it is a little pricey though.,5,Reviewed 26 July 2018 ,Molten Chocolate Cafe
mengzai,Yummy fondue & great service staff,"Order fondue Tower, pan cake &  coffee.  Great  environment. polite & professional staffs.  Staffs know their  job & product well.  All items made only upon order,  fresh & tasty.",4,Reviewed 15 July 2018 ,Molten Chocolate Cafe
VthyaK,"If you're craving for chocolate, this is the place to go","good service, very very rich chocolate. a good competitor for dip and dip I'd say.only tried their chocolate lava cake and waffle stick, both were excellent",4,Reviewed 21 June 2018 ,Molten Chocolate Cafe
chngliant,Everything Chocolate,Lovely place to indulge if you are a choc lover...  This was our second visit after 1 year...  Still good and yummy..,5,Reviewed 19 June 2018 ,Molten Chocolate Cafe
rajashril,Heaven for chocolate lovers,"Yummy chocolate desserts. from french crepes to Belgian pastries and waffles, Molten chocolate's unique menu is a heaven for chocolate lovers.",4,Reviewed 14 June 2018 ,Molten Chocolate Cafe
"Lau JSingapore, Singapore",Lovely Tea with Dark delicious chocolate ice cream cake and chocolate with coffee for tea,Yummy delicious dark rich chocolate ice cream cakes and coffee. The staff are very helpful and the prices of the food are reasonable. It is a very unique place to unwind and having Tea at Molten Chocolate Cafe makes us feel worth the journey to Malacca.Show less,5,Reviewed 28 May 2018 ,Molten Chocolate Cafe
grainnelarkin,Delicious,"We came here twice during our stay in Melaka and loved it both times! Every dish looked amazing as it came to the table, and tasted just as good. Service was great and the food was really good value. Would love to go again to try more from the huge and varied menu!Show less",5,Reviewed 20 May 2018 ,Molten Chocolate Cafe
paradisicalmostly,Ok for Chocolate fanatics,"The staff is ok, the coffee and tea where just ok, the brownie as dry even with the ice cream and i've had much better waffles.",3,Reviewed 27 May 2017 ,Molten Chocolate Cafe
christine c,Good place to relax your tired feet,Nice ambience....the molten crepe was awesome...though churros was so so...I wasnt a great fan of chocolate...but I enjoyed the planet chocolate drinks and very impressive.. creative nutty beverage...find the prices abit expensive..maybe it's really a price to pay for nice ambience...,4,Reviewed 4 May 2017 ,Molten Chocolate Cafe
joeyfun81,Nice treat,It was a good treat after dinner. Was skeptical that it might taste like normal Malaysia chocolate but we were wrong! The Belgium chocolate drink was thick with strong taste. Not too sweet. It's just opposite imperial heritage hotel.,5,Reviewed 19 March 2017 ,Molten Chocolate Cafe
Midas G,Nice pizza place,Very nice place at the river and serving top quality pizza's. Service was good and food was very reasonably priced.,5,Reviewed 18 October 2017 ,Voyage Together Café
BoardingPass692622,Delicious pizza!,We went there for a Pizza Margeritha and two iced teas. The teas were very good and the pizza was truly amazing!!,5,Reviewed 10 September 2017 ,Voyage Together Café
Chia Wei T,Fresh yogurt by the river,"We passed by and where attracted by the artwork. After taking some pictures we got tempted into a coffee and a delicious handmade yogurt. I only tried the jackfruit but was very tasty and the smell of the pizza was amazing, shame we had already eaten. We will be backShow less",5,Reviewed 17 June 2017 ,Voyage Together Café
"yourlondonguideVeyrier-Du-Lac, France",A charming Surprise,"We came here as we where trying to escape the rain that had just started to ruin our only day in Melaka, when a charming guy called us in and offered an organic Tea as part of a small promotion that they where doing for the day.We purchased 2 pizza's three cheese and tempe both were individually delicious and finished with a few surprisingly very tasty coffees. When we return to Melaka we will be sure to check this place out again, lovely service and beautiful Pizza's.Show less",5,Reviewed 14 June 2017 ,Voyage Together Café
"A-food-enthusiastLondon, United Kingdom",Best Pizza in Asia served by a great host,"I have had the chance to be living in Melaka for a little while now, and had the pleasure to experience the amazing Pizza from Voyage together. Having stayed in there backpackers and being a pizza chef myself I was eager to try it out. My low expectations got ridiculed when i received a pizza and fresh juice worthy of a European chef standard. The owner and his wife are a pleasure to be around and this has now become a regular eatery and cafe for me in my new home of Melaka.Show less",5,Reviewed 12 June 2017 ,Voyage Together Café
leecK9330OU,Long Q,One of the famous & popular nyonya food in jonker streey. Most of the time are crowded & need to Q. Foods are taste ordinary & service can be improved,3,Reviewed 27 July 2019 ,Jonker 86 QQ Ice
"carynjen13Kuala Lumpur, Malaysia",Not as bad as everyone say,"We wanted to go to Jonker 88 since it's the well known one. The queue was so long, daddy hates queueing for food so he said let's go next door.Ice 86 was empty, we grab a seat and ordered our food. Daddy says this is much better, more peaceful. (He believes in helping shops that are overshadowed by the famous ones). Our food came fairly quickly. It was quite good and reasonably priced and best of all no queue. I haven't tried Jonker 88 yet so I can't comment on which is better.Dad likes the Curry Laksa, sister enjoyed her sushi rolls and the gula Melaka on my ice kacang is soooo thick (yummy). You will never get that kind of thickness in KL, its always diluted.Anyways I think people should give this restaurant a try. If you don't like it then go ahead and queue for Jonker 88.Show less",4,Reviewed 24 May 2018 ,Jonker 86 QQ Ice
Siambuddhas,Do not mix up with Jonker 88,Was feelings that jonker 86 is the 1 famous..but nar....it was 88...but nevermind..we tried...everything were ok...average for a hot day of long stroll around the street...worth sitting and chill off........,3,Reviewed 13 May 2018 ,Jonker 86 QQ Ice
Paul M,A good place to get a cooling ice,"Despite being nearly closing time,2pm,the staff willingly met our requirements.All were very cheerful no doubt pleased to have custom.",4,Reviewed 7 March 2018 ,Jonker 86 QQ Ice
"FionakceKuala Lumpur, Malaysia",Disappointing ,"So we decided to give this shop a try instead of the famous shop right next door which we would usually go... so unfortunate to us..it’s disappointing. Curry noodles was average, asam Laksa was not good as it was made sardine instead of kembong fish...would not been able to finish the bowl if it wasn’t for the prawn paste, rojak presentation was no good, sauce were watery and fruits were all soft and soggy lastly Kopi o ice was too diluted. Show less",2,Reviewed 14 November 2017 ,Jonker 86 QQ Ice
VeronAng,Disappointing,We went there just for chendol after dinner. We had both the original and durian. They were very stingy on the gula Melaka syrup. So we are just eating plain ice shaving mostly. The couple who prepared the dessert was unfriendly and looked angry.,3,Reviewed 10 September 2017 ,Jonker 86 QQ Ice
hairinaazmi,I WANT MORE !!,"should try their sago melaka, assam laksa , curry mee ang of cos cendol !!
Worth to wait .. weekend will be more crowded.

make sure you bring along your extra tissue !",5,Reviewed 31 July 2017 ,Jonker 86 QQ Ice
"268caseylPetaling Jaya, Malaysia","Good Food, Name and Front of Restaurant is Misleading ","You would think this is just another hole in the wall outlet and the name QQ Ice would have just desserts on the menu. Surprisingly the food we tried - popiah, fried mushrooms, curry laksa and cendol were up to standard. And inside were clean, airy seating areas. Show less",4,Reviewed 10 June 2017 ,Jonker 86 QQ Ice
haqin5,The one that I loved ,"They have the best curry laksa that I have ever taste before . And of course the durian ice , i forgot the name but it was completely amazing in my tongue . All I can say it was a great culinary trip ! I suggest you to visit this restaurant when you visited Melaka. But if you came on weekend, you need to be patience because this place will be full of many people from another place . I gave 8.5/10 for this place and of course the dishes . Show less",5,Reviewed 9 May 2017 ,Jonker 86 QQ Ice
NaomiL651,best durian chendol,"Head here for a different type of chendol and if you love durian. Otherwise, for traditional chendol head to Bibik house (just a few shops down Jonker street)",5,Reviewed 3 March 2017 ,Jonker 86 QQ Ice
"1mightymouseFootscray, Australia",yummy,"88 was closed on a monday, so i came to 86 which is a couple of doors away from taman wirsan dunia - a tiny manicured park popular with tourist. i had grass jelly drink to quench my thirst and spicy, rich and creamy nonya laksa which was fantastic. i discovered that the woman i shared the table with was the owner's daughter, feeding her little daughter lunch. i learnt that the business has been thriving for 20 years and it is a good place to go for authentic malacca food.Show less",5,Reviewed 13 February 2017 ,Jonker 86 QQ Ice
PeggyT753,Must try the local food here,"There are many interesting and Creative food here. Food is cheap and very simple Coffeeshop setup with internal seats. During weekend night, some part of the stall are at the roadside for us to buy and eat as we enjoy the night market. We especially like the innovative Japanese popiah suitable for vegetarians too. Also the Chou Tofu. Don't forget to order the variety of ice drink/dessert. They also serve Wantan Noodles, Laksa,etc. Show less",5,Reviewed 10 January 2017 ,Jonker 86 QQ Ice
Dan333_Malaysia,Next to 88!,"Similar type of foods as in 88 but not as good. If you are not prepared to fight for food in 88, this is a good alternative. At least one can eat more comfortably and peaceful.",4,Reviewed 7 November 2016 ,Jonker 86 QQ Ice
"1stPaladinSingapore, Singapore",Friendly,"For a start, it's less crowded than Jonker 88. Tried the ice kachang. Although the ice shavings are coarser than Jonker 88 overall the taste is just as good. If one asks nicely, they will even bring over a jug with their signature thick gula Melaka. Overall much friendlier than Jonker 88. Will definitely go back next time.Show less",4,Reviewed 20 June 2016 ,Jonker 86 QQ Ice
"MezzapazzeSingapore, Singapore","Rich, yummy, chendol!","We came to Jonker 88 for the popular Chendol.The shop is always crowded and it is almost impossible to get a seat. Hoards of tourists and locals come here for the chendol and apparently the laksa noodles.We had lunch already so there was no room for more laksa noodles although it looked good. Will try that the next time we come. There are two queues, one for laksa and/or chendol, the other one is only for chendol orders. Quite chaotic but you'll find the order soon enough.The chendol is super yummy! Coconut milk is rich and together with gula melaka (and chendol of course), it's a match made in heaven! We love coconut milk so the chendol dessert is a hit.Show less",4,Reviewed 15 June 2016 ,Jonker 86 QQ Ice
Choi Yee C,no table,"nice place to visit everytime go melaka, not so good is a lot family sit whole area occupy alot of seat",4,Reviewed 14 June 2016 ,Jonker 86 QQ Ice
Fonglin,Tried Durian Chendol,This shop serves local malaysian food but we didn't know until we went in to try their durian chendol.  The durian chendol was good with thick durian paste but I wish it was a bit more watery.  Service was ok,3,Reviewed 12 June 2016 ,Jonker 86 QQ Ice
EveSarah,"Good Food, Rustic Feel","Wantan mee was good and filling. Thumbs up
Didnt get to eat the rojak as it was sold out... 
Mango Ice Kacang.... cool and refreshing with fresh coconut milk...",4,Reviewed 23 May 2016 ,Jonker 86 QQ Ice
"chindian101Kuala Lumpur, Malaysia",The best Durian Cendol ever!,This stall is way better than Jonker 88 Dessert. Food to die for here:* durian cendol (generous amount of durian)* Rojak * Nasi LemakNot sure why Jonker 88 is so famous with long Qs but personally i feel Jonker 86 is so much better in terms of quality and price. I came here twice and will surely be back here again. Show less,5,Reviewed 23 May 2016 ,Jonker 86 QQ Ice
highfever88,Average Cendol,"We only had the cendol shaved ice. It was average tasting. We had wanted to taste the Nyonya food, eg noodles but was sold out when we went at 9pm on Sunday. So, go earlier if you want to try the food.",3,Reviewed 3 April 2016 ,Jonker 86 QQ Ice
WhiteFox1287,Awesome Double Durian Cendol! ,"If you're here. You really have to try the double durian cendol. It's shaved ice with sweet brown sugar, durian (king of fruits), kidney beans & coconut milk. Freaking cooling & delicious. Come early as they run out of it fast. I think it's only open from Friday to Sunday. Enjoy! :)Show less",5,Reviewed 25 March 2016 ,Jonker 86 QQ Ice
Risyen,nice cendol,my aunt & I had tried Jonker 86 QQ Ice and the other very famous kopitiam. Both of them are selling Melaka cendols but we feel Jonker 86 is better. My aunt is a very talented chef. She recommends great food.,4,Reviewed 5 March 2016 ,Jonker 86 QQ Ice
sv628,nice & not squezzy,"if too long queuing  up at Jonker 88, the next door, you should go in here! the Cendol, original is great!",4,Reviewed 18 January 2016 ,Jonker 86 QQ Ice
Leonard S,Delicious,"The nyonya cooking here is very good, very tasty and definitely worth the price. Cendol was also nice. But it could be really crowded during dinner time. Located on the famous Jonker street market. Order taken in front at the entrance. Really recommended.",4,Reviewed 4 January 2016 ,Jonker 86 QQ Ice
"KinWaiKuala Lumpur, Malaysia",Nice food but a lot of people,The first experience of this restaurant is a LOT of people !!!! You need to wait for the table and then you need to queue to order and pay for the food. Great selection of Baba and Nyonya noodles and delicious cendol they offer. It is a great place to visit if you dont mind the waitShow less,4,Reviewed 31 December 2015 ,Jonker 86 QQ Ice
eugeneltcPG,Nice Nyonya Laksa,"In a street that are filled with Western Food, cafe and souvenir shops, this Nyonya style kopi tiam is a much welcome relief. The Nyonya Laksa is good and comes with mild sambal.",3,Reviewed 3 October 2015 ,Jonker 86 QQ Ice
"ivonnaxAsiain, Spain",Chendol was okay.,"For cold dessert, go to the counter on the right side and order directly (self-service). A bowl of chendol is 4MYR. Pay directly to gentleman behind the counter.For food, we tried Char Siew rice (roasted pork rice) - taste is forgettableYong Tau Fu noodle - the noodle is very average, the Yong Tau Fu is okay.Bak Chor Mee (Minced meat noodles) - taste forgettableFried dumplings - good, but pricey (5 for 6MYR).Menu is available at the food counter, take the order chit and fill it up with foods that you would like to buy. Hand the order chit to lady behind the counter. Pay when food arrive at your table.Plenty of room in a spacious old colonial house.Maybe will go back again jus for dessert Show less",2,Reviewed 26 September 2015 ,Jonker 86 QQ Ice
yummy221,One of the best Durian Cendol dessert,Tested both Jonker 88 & QQ ice .My preference is QQ 86 better durian Cendol.Creamy and original taste of durian with gula Melaka.Delicious 好吃。As wheather too hot never try any laksa beside dessert.(I'm a superb fan of durian),4,Reviewed 22 June 2015 ,Jonker 86 QQ Ice
488lawrencel,Over-rated,The chendol is good but certainly over-rated.  There are equivalent and even better chendol sold at other outlets.  Don't even attempt to try the food sold at this outlet.  It tastes so below par that it is not worth eating.,3,Reviewed 18 May 2015 ,Jonker 86 QQ Ice
Mokkey8,Good choice on Jonker Street,"Plenty of choice with most Malaysian 'classics' like laksa, wantan etc but also came here for their great choice of cendol and ice desserts.

Good place to drop by on Jonker Street - unpretentious and not overpriced.",4,Reviewed 24 January 2015 ,Jonker 86 QQ Ice
faithepie,Anniversary Dinner @ The River Grill,"Dined in at The River Grill for my parents’ anniversary dinner. Truly enjoyed our table by the river and the ambience was as charming as the food served. There are various selection to choose, from local to international cuisine. The dessert was also exquisite. Giving it what the locals would deem as the highest of compliment: not too sweet. Miss Zima was such a sweetheart and very accommodating. She gave use quite an extensive list of recommendations. Thank you very much for the outstanding food and experience.Show less",5,Reviewed 13 December 2021 ,The River Grill
"The_Traveler010710Shah Alam, Malaysia",New Year Celebration 🎉 Dinner @River Grill,"We stayed here for 3nights and have dinner celebration in the same hotel! Price per pax were cheap compare to other restaurants in a hotel. It’s a 4-course dinner for adult. Food was perfect, with class and presentation. We ordered kids meal for our sons. Pizza was good but the spaghetti was so-so. But overall, we had great time here @River Grill. Staff are friendly and helpful. Show less",5,Reviewed 4 January 2021 ,The River Grill
"VicchuahPoint Cook, Australia",Not really a great dinner,"My friends and I decided to have dinner at this restaurant at Casa Del Rio, a five-star hotel in Melaka. We were seated by the side of Sungei Melaka with a nice view and ambience.We ordered some local foods and a salmon pizza to share. There was almost no salmon on the pizza, just a few pieces of fish which I was not very sure is salmon because of the color and doesn't taste like salmon.Show less",3,Reviewed 11 December 2020 ,The River Grill
"dr_ganltSubang Jaya, Malaysia",Romantic Place,Located by the side of Sungei Melaka nice quaint set up with live music and good ambience for a romantic Valentine Day dinner for me and my wife. We did not make any reservation fortunate to find a tabke for us. Good food and good place for lover birds.Show less,4,Reviewed 15 February 2020 ,The River Grill
PE G,MOST HORRIBLE Buffet Dinner - Please avoid!,"I went to the RiverGrill for the buffet dinner to celebrate my birthday. I was horribly disappointed with the poor quality food and extremely unfresh seafood!The food was way below expectation for RM$98 per pax. All the seafood were extremely unfresh plus they were so tiny in size. The crabs were just shells, no meat, and no one seems to be replenishing any of the food! Totally ruined my birthday celebration! I've never had such a bad hotel buffet before. I will not even eat there if it were free!Show less",1,Reviewed 25 March 2019 ,The River Grill
Excursionista14Philippines,One of the best hotel buffets,"We dined here for breakfast and dinner when we stayed at Casa del Rio.First of all, the ambiance is really nice. It can go from casual to formal, depending on the occasion. You can also choose to sit outside with an unobstructed view of the Melaka River or sit inside with the comforts of air conditioning. We liked the unique setup of semi-buffet for breakfast where you get to choose one set/plated item from their menu then also get to enjoy the breakfast buffet offerings. We also got to try the Saturday Riverside BBQ Grill. We really enjoyed the food. At first we thought maybe there wasn't much guests that weekend, but maybe we were just too early. Then people started pouring in after 7:00pm and the restaurant was almost full.There's a good variety of Asian and Western fare, and food was replenished in a timely fashion. There was also live entertainment by Mango Soul. Overall, we were very pleased with the food quality. I can say this with confidence because people kept coming back for seconds.Show less",5,Reviewed 10 November 2018 ,The River Grill
"Janny1974travellerDubai, United Arab Emirates",Just OK,"A shame. We looked forward to this. After a few trips to Melaka, we decided to go for it and you get your money’s worth but the food quality is poor. The staff are lovely but the food in general has a lot of improvement to be made to get decent ratings. The bbq meat was all over cooked as was the seafood. The buffet is not replenished often enough either, which means that you have to wait and ask a few times. We mostly enjoyed the salad which was literally greens and crudités . Ice creams are extremely artificial and the chocolate drops and toppings cheap. It is a shame because the hotel is great and cannot be faulted - if they get the kitchen sorted this hotel would be brilliant. During the day, food a la carte is a lot better.Show less",2,Reviewed 27 October 2018 ,The River Grill
Explore818817,"Good Service, However...","Had made reservation earlier and went there for dinner. Their service was great, the staff are friendly and helpful. Most of the food taste nice. The salmon fillet are not bad too. Personally love their chicken quesadillas and pizza. The portion of the food are quite big too. However, the grilled rack of lamb was quite hard and one of the mushroom soup we got are salty.Show less",4,Reviewed 25 September 2018 ,The River Grill
lipita,Exorbitantly expensive for poor quality food,Nothing much to say except I left feeling I overpaid by 50% for the quality of food I ate. There are much better restaurants for your ringgit.,2,Reviewed 1 August 2018 ,The River Grill
thedonbk,Sunday high tea to be improved ,"Perfect location to unwind your Sunday. 6 star for its atmosphere. It feels like in the colonial days. So nostalgic! 

However the food selection can be improved. For exquisite boutique hotel like this we expect a little more.",3,Reviewed 1 April 2018 ,The River Grill
FreshprinceofBA,Great Buffet Dinner by the River,"The buffet menu have been changing to suit the needs of locals like me here. A wide range from rice, noodles, tandoori as well as western and BBQ items on offer. Great atmosphere for those looking to eat outdoors.",4,Reviewed 29 June 2016 ,The River Grill
"655frederiquebMelbourne, Australia",Quick and delicious,"We came here around 9pm and were looking for a place that would provide quick food. This was the place to be, as the have a really large buffet. The big range of foods were great and tasty, and even the dessert range was amazing. The place also offered 'a la carte' if you prefer that. Downside would be that the prices are pretty high .Show less",4,Reviewed 11 June 2016 ,The River Grill
Rsn M,The finest restaurant in Malacca,The dishes are sumptuous and succulent.Great staff and always welcoming with a smile.The man who started this concept Mr Chew Chert Fong is always obliging to any requests.Music plus great food and nice ambience for the whole family.Overlooking Malacca River gives the cosy outlook to the restaurant.Show less,5,Reviewed 25 February 2016 ,The River Grill
"Nick BSouth Wales, United Kingdom",Nice ambience but that's it,"We popped in for two mango lassis and two local lunch dishes. The mango lassis looked and tasted like broccoli over flavoured with mint...beyond bad, almost comically so. They did look a bit nonplussed and ashamed and took them away and took an alternative order without baulking or arguing, so full marks for that. we then had a local dish each...one a nasi goring and one a malay curry. Both very ordinary and prawns didn't taste at all fresh. Nice service in an empty restaurant and the waiter was a nice guy and liked his football. As so often happened on our trip, really nice helpful people let down by bland or mediocre food, so one almost feels bad writing a less than good review.Show less",2,Reviewed 30 January 2016 ,The River Grill
alexis0102,Portuguese buffet ,"It was our very first time to visit a Portuguese buffet dinner that available every Saturday. But we are quite disappointed with the foods as we don't see much Portuguese selections.Waiter approach asked how is the food , we just frankly comment that the crabs they served are over cooked ! It tasted like a spoil meat texture it was awful as I'm a crab lover!But the food is overall all tastes good. We enjoyed the seats by the river , nice environment and good services. Show less",3,Reviewed 2 January 2016 ,The River Grill
