Author,Title,Review,Rating,Dates,Restaurant
julle0,"Great food, excellent service","This place is the hidden secret of Langkawi! Delicious home cooked food, huge portions and lovely atmosphere. Prices were very reasonable. Totally recommend to eat here!",5,Reviewed 11 March 2019 ,Mangoes
tt53,As good as ever,This place never disappoints. The food is tasty and great value. Star of the evening was Michelle’s super dooper pavlova. Love it.,5,Reviewed 4 March 2019 ,Mangoes
billgN6987FK,Excellent food and restaurant! ,"From the moment we walked into Mangoes, the relaxed atmosphere and happy staff made us feel welcomed. Drinks were served quickly and with a smile, and when the food arrived it was a delight! The Aussie Burger is not for the faint hearted, and is packed with delicious meat and fillings. Every mouthful was a real treat. I would thoroughly recommend Mangoes and their excellent menu. Thank you Michelle and your excellent team! Show less",5,Reviewed 28 February 2019 ,Mangoes
Dartydo,Outside catering ,If you’re looking for party catering I highly recommend Michele at Mangoes. Delicious food delivered to the door.,5,Reviewed 21 February 2019 ,Mangoes
Murray S,Mangoes a delight,"Friendly staff on arrival, meal very good and plenty of it, nice to have real proper bacon. Rustic setting but more than satisfactory, enjoyed and will be back.
Out of the way a bit but worth the trip.",5,Reviewed 23 January 2019 ,Mangoes
"Fenwick1965London, United Kingdom",A.M.A.Z.I.N.G,"We went for my husbands birthday, from the moment we arrived we received a very warm welcome from Michelle and her staff. All that needs to be said is the food is AMAZING. Very reasonably priced and the service was excellent. Our waiter was a lovely friendly lad and nothing was to much trouble.If you want some tasty western type food then this is the place to be.Show less",5,Reviewed 5 January 2019 ,Mangoes
"P3076BYnicolabDa Lat, Vietnam",Great Christmas Eve dinner! ,"We were staying on Langkawi over Christmas and really wanted somewhere to eat on Christmas Eve with a bit of atmosphere and more traditionally western Christmas food as we'd be eating Malaysian food on Christmas day. What a find Mangoes was! The owners were very welcoming and the food was fantastic. I had the steak tartar to start and my husband the salmon- both were excellent. The turkey dinner was brilliant, with excellent accompaniments. Nothing was too much hassle and all the staff were very attentive! The cocktails were fabulous as well. Well worth a visit! Show less",5,Reviewed 26 December 2018 ,Mangoes
jaxx2410,Great food Great atmosphere,"Love this restaurant.Made to feel welcome from the moment you arrive. One of the few places on the island you can enjoy pork. Ribs were amazing. The restaurant also makes their own ham, this can also be bought to take away",5,Reviewed 21 December 2018 ,Mangoes
"shonab210Shropshire, United Kingdom",Mangoes; Secret Garden,"We hired a car for a few days during our trip in Langkawi and looked for somewhere to eat on google. We decided to head to Mangoes and it was beautiful.Everyone was so friendly, the service was excellent and the food was tasty!The view of the sea and the sun sets were an additional bonus, fabulous little secret garden Show less",5,Reviewed 15 December 2018 ,Mangoes
Ezra T,Great,Had a great night with my girlfriend. The owner offered us a free ride to the airport afterwards. Would totally recommend,5,Reviewed 9 December 2018 ,Mangoes
Lodnikka,Dinner with a view,Relaxed place with a home-like atmosphere. Service was really friendly. Place serves western style food with Malaysian twist. I was craving for a burger and Aussieburger made me happy :),5,Reviewed 7 December 2018 ,Mangoes
Matt N,Great food and people,"Great view, great people, Amazing food! If want to splurge go here. Loved the koozie. Try the cordon bleu schnitzel.",5,Reviewed 30 November 2018 ,Mangoes
Passenger25728679925,Nice family dinner with lovely sunset view,"Had dinner here with the kids who enjoyed their dinner of Homemade Ham & mash, Goulash and Schnitzel. Dessert of Apple Strudel and Mango Crepe (asked rimless for the kids) also went down well. The Serving stuff are friendly. Other than the usual mosquitoes (mosquitoe coil is burnt under the table but I guess I'm too sensitive to the mosquitoes) we had a great dinner. Will hope to go back again before we leave Langkawi.Show less",4,Reviewed 28 November 2018 ,Mangoes
"Norma KMiddlesbrough, United Kingdom",Very disappointing,"Looking at reviews we decided to visit by taxi. We ordered pate to start which came scraped on french bread slices. Too much bread not enough pate. Husband had lamb shank cooked well but totally tasteless. I had butter chicken, again tasteless. We intended to have a bottle of wine but I ordered a glass to start. This is the first time I was unable to finish the glass. To be fair a family nearby were served good looking burgers and pavlova so maybe we chose wrong. The staff were friendly however so not all bad and it was the cheap end oh what we experienced.Show less",1,Reviewed 27 November 2018 ,Mangoes
"cdevosEdinburgh, United Kingdom",Lovely food in Unusual setting,"June 2018. We were a group of friends going for drinks and dinner - Mangoes did not disappoint! Lovely, down-to-earth restaurant built with trees all around. We had yummy, refreshing cocktails. Definitely the place to go if you are after Western food. Go and experience something different!Show less",4,Reviewed 18 November 2018 ,Mangoes
Wander827843,The best wester  food  i n langkawi,"We had a great night special dinner just excellent great service thanks to Michel and the team, you should not miss it",5,Reviewed 14 November 2018 ,Mangoes
"ryanconnorsnlJohor, Malaysia",Poutine - Canadian Delicacy ,"Any Canadians visiting Langkawi and need a poutine fix? This is a close, but not exact delicious taste of home away from home! The Canadian “Poutine” - minus the cheese curds, but very delightful mushroom sauce gravy - thank you Michele, from Ryan & Alicia for nailing our special request :) Show less",5,Reviewed 9 November 2018 ,Mangoes
"janetw148_12Perth, Australia",STILL EXCELLENT,"Visited Mangoes for dinner last.We always make sure we visit at least once during our visits to Langkawi...more so if time permits.It is one of our ""must go to restaurants"", Food is excellent, as is the welcome and service from Michelle & saff. Menu has not changed that much over the years, but why change if you are popular. There is a ""specials black board"" with daily specials. I had the Chicken, Mushroom and Leek Pie which was excellent. My husband finds it difficult to go past the Liver, Bacon & Onions served on Mash. Prices for food, wine and beer reasonable, and everything is well presented. Just love this small Langkawi restaurant/Bar. It is what Langkawi is all about. Should be more places like it on Langkawi...please do not change Mangoes!!!Show less",5,Reviewed 9 September 2018 ,Mangoes
"Tom_LennieMaidenhead, United Kingdom",Excellent value with a little quirkiness ,"Excellent value in this open air restaurant. Mostly western food, my wife had the rib eye steak which was excellent, I had the butter chicken which was very good. Not fine dining but excellent value, very good food and a most hospitable host. Recommend without hesitation.Show less",4,Reviewed 2 September 2018 ,Mangoes
"WRtootingLondon, United Kingdom",Butter chicken,Chilled out bar/restaurant which looks out over the sea (in the distance) and a patch of forest. Not the place to go for fine dining but the food was simple and delicious. My wife and I both had a very good butter chicken dish followed by the mango crepe (for my wife) and the walnut chocolate tart (for me). Both deserts were excellent but the tart was the stand out for me. Very nice friendly service and nice doggo making give me snacks eyes..Show less,5,Reviewed 23 August 2018 ,Mangoes
"Eric BBrisbane, Australia",Lovely dinner,"Lovely little restaurant. Tucked away in a house, the food and drinks were excellent at a good price. Lots of great western fare if you need a break from rice. Had lamb for dinner and the kids loved their burger and steak. Nice margarita and cheap beer. The lady who owns it is lovely as well as the rest of the staff. A little piece of homeShow less",5,Reviewed 22 August 2018 ,Mangoes
"Nigel NSingapore, Singapore",The best restaurant in Langkawi!,"We had dinner here on a few occasions and were delighted each time! The food is excellent - I had the beef goulash with mash potato which was so delicious I had to go back for it another evening! My brother had a T-bone steak which was large, tender and cooked just right - he claimed it was one of the best he ever had. On another occasion we had the Cordon Blue chicken which was also delicious. There is a selection of deserts - the rum mango crepe with ice cream is a must try! Mangoes is probably the only place in Langkawi where you can get pork products - they have sausages, bacon, ham and pork on the menu. Overall, the food here is excellent!While the food is the main reason for going to Mangoes, people stay and return because of the friendly service also. Michele and her team all have smiles and a friendly word for everyone - she is great for advice on anything to do with Langkawi. Another reason to go is value for money - both food and drinks are reasonably priced.I've been to Langkawi a few times but only found Mangoes on this trip. Having dined in other well rated restaurants on the island, I can honestly say that we found Mangoes to be the best all round.Show less",5,Reviewed 12 August 2018 ,Mangoes
"junecrazyPerth, Australia",Amazing Bar & Grill,Just returned from Langkawi and found this amazing placeIt's run by an Australian name Michele and serves mostly Western Food so if you need a change from Indian or Asian food this place is for youMichele makes you feel so welcome and her staff is very friendly and their service is second to noneWould HIGHLY recommend a visitOpen Wed to Sat 5pm - 10pmSun 11am - 10pmShow less,5,Reviewed 11 August 2018 ,Mangoes
"CecilieMuPenang, Malaysia",A tropical oasis,"What better way to begin Sunday brunch than with a glass of champagne or Bloody Mary! Savoring the gentle sea breezes, we enjoyed a Mangoes Special Breakfast and Eggs Benedict, with crispy, crispy bacon and avocado on the side. A great coffee and a browse through the extensive library completed a wonderful experience. Can also recommend their curries and biriyanis which we had on a previous visit. Highly recommended, don’t miss it when in Langkawi.Show less",5,Reviewed 5 August 2018 ,Mangoes
ollieturbs,Great food and service,"Had a great meal here, both meals we ordered tasted amazing with good portions one of the best meals I've had since travelling. The service was also very attentive and friendly",5,Reviewed 22 July 2018 ,Mangoes
huck_01,"Nice ambient, good food","The food was generally good. We had fish, king prawns, avocado salad, vegetables, fried potatoes and rum mango crepe with frappe for dessert. Avocado salad was the nicest. Recommended!",4,Reviewed 20 July 2018 ,Mangoes
"Educat2018Langkawi, Malaysia",Must visit for Michelle's pavlova!,"Mangoes, is one of our favorite eateries and we usually visit every month or so. If you hunger for wholesome home cooked meals, this place cannot be beaten for quality and price. We love the wonderful Liver (pinkish!) with mash and the Fisherman's Pie. Always ask Michelle if the pavlova desert is available...if Yes...you must have this classic desert, it is sensational. If you prefer wine with your meal, select a bottle from the small menu as the house-pour is only average.Show less",5,Reviewed 18 July 2018 ,Mangoes
Gillian Y,"Amazing host, hearty food","First time in Langkawi and had the opportunity to visit this homey and hearty place. Thank you , Michelle for the great hospitality. The food was wonderful and had a touch of home to it. The food was great along with the wonderful view. We will be back again when we visit Langkawi. Show less",5,Reviewed 15 July 2018 ,Mangoes
"Nita OHassocks, United Kingdom",Fantastic meal ,"Our family enjoyed a fantastic meal at mangoes. The restaurant is tucked away but our Grab taxi (RM12 each way from Berjaya) finally managed to find it and I’m so glad he did. What a beautiful setting and Michele and the staff were friendly and attentive throughout. There was a huge choice on the menu, we settled on fisherman’s pie RM35, butter chicken RM35, lamb shank RM45 and T-bone steak RM55 all of which were well cooked and delicious. We then completely overindulged and all had desserts which were huge portions RM20 each. Thank you for a fantastic meal, we may be back for Sunday brunch. Show less",5,Reviewed 12 July 2018 ,Mangoes
"lilianacarranzaBoracay, Philippines",Good food cooked well,"What a great place! Really sweet people,loved the locals banter. Food was great: garlic bread starter was banging, fish steak was fresh and a delicious/filling spinach lasagna. (also lots of other vegetarian options) The fried potatoes were THE PERFECT side. Michelle's lovely and our waiter was so sweet! Very attentive and seemed very experienced.A great place for a hearty meal and some laughs with an amazing view of the beach!Show less",5,Reviewed 9 July 2018 ,Mangoes
"Mac808Penang, Malaysia",Pretty Good,"My husband and I had dinner at Mangoes on 1st July. What a gorgeous spot tucked away at the end of a street, that has a waterfront spot. Michelle has done a fantastic job of planting the area from the verandah out to the water which gives the whole place a very tropical feel. It is a perfect spot to have a meal and watch the sun set but at this time of the year the sun was too far too the right but it did make for some pretty colours. Michelle was welcoming, friendly and attentive, and her staff were lovely. I wasn't feeling too hungry so ordered the pate and a blue cheese salad. It hit the spot and I would recommend both dishes. My husband had the chicken schnitzel which came with a mashed potato. He was a little disappointed in that the schnitzel was a little dry and the mashed potato was not fresh (fluffy) and it may have been reheated in a microwave. He's a mashed potato connoisseur!We would come back again and have already recommended it to others.Show less",4,Reviewed 3 July 2018 ,Mangoes
SJSLondon30,Fun and friendly,Great place for dinner! Michelle makes the restaurant - super friendly and lovely. Food is great. Cute dog called Honey too :),5,Reviewed 1 July 2018 ,Mangoes
AbdulrhmanA240,mangoes,"We have been twice in this restaurant.. the place is simple, lovely and worm . the owner and the waiter are nice and smiling all the time. the food is delicious I can only say that it made with love.. I recommend you to try pavlova wish you all the luck MicheleBreeze ☺️Show less",5,Reviewed 1 July 2018 ,Mangoes
MurrayW53Perth,Average at best,"Had a meal at Mangoes , Ihad Lamb with mash potatoes and vegetable. It tasted okay it looked like it had been made for a while and microwaved.The Owner Lady was too busy smoking and drinking at the bar to bother coming and introducing herself. We were the only people at the restaurant with four expats at the bar drinking.If you what an average home cooked western meal then this is the place to come but there are a lot more better and friendlier restaurants to go to.Show less",2,Reviewed 26 June 2018 ,Mangoes
"Tresna WMaida Vale, Australia",Disappointing,Went here for dinner the other day after trying to get here for a while. A bit disappointed actually. Food was tasty but overall just like a good home cooked meal. If you're away and want home cooked dinner this is probably a good place to go but not really what we had hoped for. Nothing much from the staff either. Best thing was the setting and the birds and monkey and the dog barking and running around having fun. Probably won't go back.Show less,2,Reviewed 10 June 2018 ,Mangoes
"Penny GRoyal Tunbridge Wells, United Kingdom",Top class restaurant.,"We once again repeatedly went to Mangoes for dinner during our three week holiday.Excellent food, perfect service in quiet surroundings.A special mention must be made of the staff running Mangoes on the night the electrical power failed for they worked so hard while controlling the situation with total calmness. They all deserve a huge pat on the back.Of course we will be back on our next holiday, that goes without saying.Show less",5,Reviewed 24 May 2018 ,Mangoes
"NicholasalloverSan Francisco, California",Fantastic food!,"Loved this little restaurant! The food was great and the service was perfect. I didn’t have cash because they only take cash, so they let me borrow their car so I could run to the ATM. I just wish they were open on Monday and Tuesday so we could go everyday!Show less",5,Reviewed 21 May 2018 ,Mangoes
"arseniytagaevNur-Sultan, Kazakhstan",Simply great,"Definitely one of the best places in Langkawi. Nice house wine for SEA region, good fish and superb fisherman pie, I loved it! The owner and the guys working there are very attentive and welcoming. If ever come back to Langkawi, would definitely go there again.Show less",5,Reviewed 19 May 2018 ,Mangoes
leanne_dodson1Manchester ,Amazing service and lovely food,"Michele is an absolute star - as a lone traveller I went here and she recommended lots of great places, trips and things to do! The service is impeccable. I had the steak which was delicious - would recommend the potato salad as a side! Loved everything about Mangoes - a must visit in Langkawi ❤️Show less",5,Reviewed 10 May 2018 ,Mangoes
Shereen A,"Best Service,Amazing Food","I've been to this place solo, with friends, for a date, I just love the food here, never had a bad experience. I've also been ordering different food of the menu everytime I come.And I absolutely loved all of them!The menu selection is broad and I cannot wait for my next visit to try a different dish!The atmostphere is so relaxing, & theres tons of books to choose from if you like to read! You can even take them and exchange with books you'd like to leave behind. Absolutely love the concept of this place.Michelle and the staff are amazing and so friendly, me & my friends absolutely love them!Show less",5,Reviewed 6 May 2018 ,Mangoes
Sabrina G,Disappointed! ,"Staff at are very friendly and welcoming and the location is set nicely. My steak was unseasoned and it was not fresh, definitely defrosted! Very disappointed :( Show less",2,Reviewed 21 April 2018 ,Mangoes
"Liz PCairns, Australia",I nearly died tonight! ,"Mangos is, and has been for a long time, my favorite restaurant on Langkawi. It's been 2 years since my last review and tonight, the pavlova has me waxing lyrical again.One review recently said it was the best pav outside of Australia that they've ever had; well here's a pic of the pav I had a spiritual moment over this evening. But seriously, pavlova is a very sweet desert but Michelle has added fresh cream and 'tart' fruits to cut the sweetness. Fresh kiwi fruit, strawberries and passionfruit makes this desert absolutely exquisite. My waist is crying in mourning over my diet though... Show less",5,Reviewed 20 April 2018 ,Mangoes
"animalMDBZurich, Switzerland",Excellency at its best,After years and years of coming to this wonderful place it hasn't lost a beat it.No matter when you come they are always happy so see everyone and welcome them as it would be their own family.Awesome Epic place and I truly hope they will last for an eternity so everyone can enjoy and experience what makes the palace special.Show less,5,Reviewed 20 April 2018 ,Mangoes
"stalviesSt. Albans, United Kingdom",Best Pavlova we have ever had,"My wife and I have been coming to Mangoes regularly for about 10 years and have always had a great time. The food and ambiance are great but Michele's deserts are outstanding, especially her Pavlova. We have never had a better dessert anywhere in the world. Top marks.Chris and DiShow less",5,Reviewed 12 April 2018 ,Mangoes
BradS2713,Excellent vibe,"Had a fantastic meal and cocktail here. The vibe is so relaxed and fun, and the food was amazing!! my wife had the lamb shank and i had the ribeye. Great find and would recommend for any visitor to Langkawi Island.",5,Reviewed 3 April 2018 ,Mangoes
"Julie FLangkawi, Kedah, Malaysia",Menu changes with new management make this place interesting as well as delightful.,"Staff is friendly, food great and the location is lovely to view the stunning sunsets. If there is something in particular you want, just ask, Michele is willing to cater to everyone and makes everyone feel special. Am looking forward to seeing this place be the happening place where everyone wants to be.Show less",5,Reviewed 1 April 2018 ,Mangoes
Pooja K,Lovely evening at Mangoes,"Simple and casual dining experience.Michelle being a great host, made us feel very welcome. Excellent service by the friendly staff, very helpful with the suggestions. Cocktails are rather good, we had their Mango madness and Mango Magic, highly recommend if you are not driving.. They have so many house specials, I tried the stuffed Chicken dish and my friend had the very delicious fisherman's pie. Overall a great experience.Show less",5,Reviewed 28 March 2018 ,Mangoes
Lorimichele,Wonderful Evening At Mangoes,Last night Mangoes had a special dinner. Michele and her staff prepared an Indian buffet. It was the best indian food I have had in 3 years on the island! Congrats to Mangoes! Look forward to the next one and don't wait too long.,5,Reviewed 10 March 2018 ,Mangoes
"dogstalkpoetrySingapore, Singapore",Romantic Restaurant & Great Service,"A cozy restaurant that's off the path from the mainstream areas, me and my partner had dinner here and were fortunate to sit at a corner that gave us a peek of the sunset in the horizon. Love the relaxing ambience here, food was great and the restaurant owner was very kind to give us a lift back to our hotel. Highly recommendedShow less",5,Reviewed 9 March 2018 ,Mangoes
DartydoLangkawi,Outside catering,"Mangoes did a wonderful job of catering for our birthday party. The food was excellent beyond and above the call of duty. I would definitely recommend the choice and efficiency of this restaurant.The food is good quality western food so you can try before you choose food for outside catering. Service is friendly, helpful and obliging.Show less",5,Reviewed 27 February 2018 ,Mangoes
"janec737Sydney, Australia",Lovely meal and sunset,"Stopped for a beer, found the bar very relaxing, everyone very friendly Ended up staying for dinner, roast chicken special was beautiful, mashed potatoes with caramelised onions, cheesy broccoli and cauliflower absolutely beautiful, my husband had the Aussie burger, not for the faint hearted, best burger in langkawi.Desserts looked lovely, but no way could I eat anymore. Another customer said the chicken and veggie soup with their lovely bread was a meal in itself. So next time think I’ll try that then I can also have dessert.Great setting, sunset lovely.Thanks to all the staff for a lovely evening, will be back soon.Might try Sunday brunch other customers recommended it.Show less",5,Reviewed 15 February 2018 ,Mangoes
tt53,Great friendly place with great food,Many thanks Michele for another great night at Mangoes. This is always one of our favourite places to go for dinner while in Langkawi.,5,Reviewed 14 February 2018 ,Mangoes
"IanGill99Hook, United Kingdom",Great food and atmosphere,I have had Sunday Brunch and evening meals in this restaurant a number of times and am always surprised how Michelle and her staff always manage to provide such an excellent choice and quality of food. The restaurant has a very relaxed and homely atmosphere and I look forward to dining there again soon.Show less,5,Reviewed 29 January 2018 ,Mangoes
"LovDacSydney, Australia",Lovely dinner... with friends ,"Enjoyed a lovely, meal of Shepard’s pie. Other members enjoyed the spinach lasagne, chicken and schnitzel.We followed with a Pav. Just love the food, great service and you feel a warm welcome whenever you go. We do visit this restaurant on a yearly basis and love everything about it. The best Bloody Marys, that everyone should try. A little piece of home. Show less",5,Reviewed 28 January 2018 ,Mangoes
"GrandparentsGoGlobalCasper, Wyoming",Casual dinner out.,"We went to this resturant on a rainy night in Langkawi and had cold beer and good food. Do not go here for fine dining or excellent wine. Order whiskey on the rocks or cold beer.This resturant is owned by a couple as I understand it and is frequented by numerous regular patrons based on the conversations going on at the bar - everyone knew one another.This place offers excellent, modestly priced dinner fair in a roofed open air setting. There are numerous daily specials in addition to the menu.We would go back but ask to be sat on the absolute edge of the resturant as everyone in this place smokes - there is no way to avoid it so do not go if you cannot abide smoking whilst you eat. It was hard on us as we obviously do not smoke.Show less",4,Reviewed 27 January 2018 ,Mangoes
"Mr_HafLangkawi, Malaysia",Hidden gem of Langkawi Island.,The map was correct but it was hidden in the yard. Almost miss it :DThe food is total blast. You like pork and bacon? This is the place in Langkawi! The owner is friendly and amazing <3 ALSO MUST TRY THEIR PAVLOVA even though you don't like sweet <3Show less,5,Reviewed 26 January 2018 ,Mangoes
"Julie FLangkawi, Kedah, Malaysia",Went for Sunday Brunch with girl-friend and it was absolutely wonderful.,After being closed for a short period due to family emergency the restaurant open in high spirits and the food was devine. The service was friendly and delivered on time considering that they had a full-house! The atmosphere was warm and one of sharing not just good food but good company with table conversation running between tables.Very enjoyableShow less,5,Reviewed 25 January 2018 ,Mangoes
Ingri-ingri,Lovely Sunday brunxh,Just a beautiful and relaxing place to have a nice Sunday brunch!  The Bloody Mary and breakfast platter are delicious!  Fries are great too.  Awesome joint!,5,Reviewed 22 January 2018 ,Mangoes
"Rob_de_VriesLangkawi, Malaysia",Great improvement in service and quality food,"We had two nice diners with friends very recently and were pleasantly surprised by the improvement of the food. Also the staff and some local friends are much more doing there best to please their clients.Apparently ""Michelle"" has taken over the restaurant and has rekindled the spirit and improved the diners!It is really worthwhile to give this restaurant another visit nd find out for yourselves that you can feel and taste the passion back in this place!Looking forward to our next diner there soon.Show less",5,Reviewed 22 January 2018 ,Mangoes
Richard  G,Richard & Maggie,Great atmosphere Michelle and Cris great hosts chalk and cheese 1 from Australia and 1 from London. Staff all welcoming food excellent going back again before we go home recommend 100%,5,Reviewed 22 January 2018 ,Mangoes
"Fiona SWestern Australia, Australia",Beautiful food and casual relaxed setting. ,"Mangoes was recommended to us so we went there last night. The female owner is an Aussies and the food was wholesome, home cooking. The food and drinks are well priced and we’d happily recommend the restaurant to anyone. I had chicken with a Greek salad and my partner had a T Bone steak with a green salad. Both meals were sensational. The hosts and service staff were great. ❤️Show less",5,Reviewed 20 January 2018 ,Mangoes
tmunyi,Recommended ,"Ordered lamb, steak & desserts n they taste so good! Very valued for money too. Host is very friendly.",5,Reviewed 20 January 2018 ,Mangoes
"nickytravelsagainSydney, Australia","Great, relaxed place for dinner and drinks. Excellent service as well!",Such a hidden gem. Easy to miss the place as the sign is tiny but don't be put off as the atmosphere is large. Michelle is a fabulous host. Food is great and the drinks flow easily without breaking the bank. Ask Michelle for a discount voucher for the excellent Langkawi zipline as well...another local treat.Show less,5,Reviewed 17 January 2018 ,Mangoes
tif n,Great spot with affordable drinks and food,"The atmosphere was nice and cozy - a very chill vibe. Friendly staff and a happy atmosphere. 

Very affordable drinks and food! I would totally come back here to chill when I'm back in Langkawi 

Thank you!",5,Reviewed 14 January 2018 ,Mangoes
"_kateis1Brisbane Region, Australia","delicious food, lovely staff","This place was really close to our hotel, so a cheap taxi fare. The food was really reasonably priced and very tasty. The english speaking staff were very helpful. Definately check this place out, especially if you are craving some western food while you are travelling asia. The menu was nice and varied :)Show less",5,Reviewed 9 January 2018 ,Mangoes
Tricia E,Great place for sundowners and a meal,The warm friendly welcome as you step into Mangoes and the notable meals will keep bringing you back when ever you are in Langkawi. It’s one of the few restaurants in Langkawi that cares about the quality of food and produce they serve. Definitely worth a visit. Show less,5,Reviewed 1 January 2018 ,Mangoes
"Ron FCanberra, Australia",Another hidden gem,"Well...where to start? Got recommendations from friends and Trip Advisor. There was also some advertising in our accommodation. Nobody was wrong. This place is wonderful. Michelle is a great (Aussie) hostess. The brekkie menu is terrific (yes folks...real bacon!!). The eggs Benedict and hash brown are worth crawling over broken glass for. Coffee is excellent & can I humbly say, a fabbie Bloody Mary. The lunch/dinner menu looks terrific and sounds like home - western and delicious. Coming back for brekkie tomorrow. Don’t miss this place! Show less",5,Reviewed 31 December 2017 ,Mangoes
Jon A,Super friendly gem on Langkawi ,"With no reservation and our 1 year old getting hungry. We arrived early on Christmas Eve, and got a table for a quick bite. The Lasagna was perfect for our daughter and brought with us for lunch the next day. The spare ribs was tasty and had heaps of flavor. Staff was very welcoming and attentive and you could see they know many of the guests. Like an extended daily. :) Show less",5,Reviewed 29 December 2017 ,Mangoes
704eduardb,Great Christmas experience,Myself and my girlfriend had our Christmas dinner here. It was a great day and we felt as if we were one of the family.  All of the staff were incredibly attentive and the food was out of this world! I'd highly recommend visiting Mangoes.,5,Reviewed 26 December 2017 ,Mangoes
"jessicat755Dublin, Ireland",Christmas dinner in Langkowi,"My boyfriend and I were staying in Malaysia for Christmas this year and wanted to find a Christmas lunch for a reasonable price.On arrival at Mangoes, we were welcomed, seated and offered a drink (unlimited drinks were inclusive of the price). Shortly after we were offered the antipasti which was a goats cheese, pesto and sundried tomato on bread. When the food was revealed a short while after, we could not believe that we had found this incredibly festive lunch in Malaysia. The food was absolutely incredible and had everything you could have wanted for a roast dinner. An assortment of vegetables, side salads, various accompaniments, different meats and of course sauces and gravy. The dessert came shortly after and was a choice of Christmas cake, pavlova and cherry pie.We enjoyed several plates of food and several more drinks. With Christmas music playing in the background and a friendly atmosphere, we felt like we had found the best place to spend our Christmas afternoon.The staffs hospitality and hard work didn't go unnoticed. They made us feel like a part of their annual traditional lunch and it's one we will not forget.Show less",5,Reviewed 26 December 2017 ,Mangoes
Island_mischief,A taste sensation and wonderful atmosphere ,"I rate mangoes as one of the best informal dining experiences in Langkawi. The staff are super friendly and the food is always top notch. The specials are changed often and the most difficult part of the experiences is choosing what to eat as it all looks SO good. Great atmosphere and wonderful sunset views. Great for couples, families, tourists and locals. Mangoes is not to be missed! Thanks again Michelle and team for a fantastic evening. Show less",5,Reviewed 22 December 2017 ,Mangoes
"AnakChanPerth, Australia",Wonderful food in a cozy relaxing atmosphere ,"Mangoes is a must for tourists who want a break from local food and seeking a well prepared western meal. The ribs is a must-try, and the mash potatoes is smooth and creamy as ever. The restaurant is tucked away on a quieter part of the beach which sets a relaxing and cozy atmosphere as what one would imagine paradise to be. And to top it off, the hosts are also warm and friendly.Show less",5,Reviewed 10 December 2017 ,Mangoes
"janetw148_12Perth, Australia",Wonderful once again,"Visited last night (10/12/2017) before heading back to Perth for Christmas.Wish we could find something o complain about, but sorry we cant.We had a beautiful meal, pan fried fish which was beautifully cooked, husband had meat loaf with mash and onion gravy which he said was great. Shared an apple strudel for desert...just beautiful.Michelle, Lutz and staff make everyone feel welcome, and the Christmas decorations adding a festive feel to this lovely cosy restaurant.Thanks guys. Keep up the good work, and hope all goes well with your festive plans, and see you in 2018.Show less",5,Reviewed 10 December 2017 ,Mangoes
"NickPinderKuala Lumpur, Malaysia",THE MARVELLOUS MANGOES,"Celebrating the entrepreneurial spirit of a charming Australian lady and her team. The great Mangoes gastropub @ 1, Jalan Kuala Teriang, 07000 Langkawi, Kedah From a cheerful greeting to a sea view seat...The establishment was packed, lucky to get a seat. It was a Sunday lunchtime. Clearly a popular destination for the expatriate community in Langkawi. Situated in a hidden corner by the sea. This simple bar pippes its peers to the post. “It’s not that easy to get to"" said my dining companions... But it's arguably one of the prettiest bars on the island. The team work really hard. It's great to see them recognised & patronised, because they do hospitality very well. Their food is incredibly simple, and simply gorgeous. Try the fish pie, try the roast pork... the list goes on...  Mangoes has become a gastronomic respite in Langkawi. It's becoming a cult; the gourmet pilgrims desperate to tick off the five star hotels would be well advised to ""chill out here"". Yet it is also the kind of place where you can walk in wearing shorts and a t-shirt and order a cold Tiger Beer. Or a Bloody Mary (recommended).This place really grows on you... it's not complicated or poncey, and it has charm.The garden is amazing, with the sea view. And it's doggie friendly!Show less",5,Reviewed 3 December 2017 ,Mangoes
"AlanM579Langkawi, Malaysia","Comfy, informal and good food","I like this place. It’s fun. The environment is nice. The views are good. I love the ‘L’ shaped bar where customers can cross talk and engage in friendly banter. Yes. Staff have changed there. But the owners, Lutz and Michele personally control the consistency of the food and sauces so that the dish you enjoyed yesterday can be enjoyed today and then tomorrow. My food favourites are the fisherman’s pie, the lamb shank and now a new and improved pork rib dish. Meat falls off the bone and the sauce is really, really tasty. I usually have to visit Penang to have this, but the Mangoes one is actually better. The eggs Benedict on Sunday brunch are pretty good too. By the way, bring cash. They don’t take plastic. Show less",5,Reviewed 30 November 2017 ,Mangoes
Julie F,Incredible,Steak done to perfection!  Beautiful scenary.  Amazing ribs.  So affordable and worth every penny.  Will make this a daily.,5,Reviewed 27 November 2017 ,Mangoes
Cjb54321,Another fantastic evening at mangoes,"A great place to go whether you are dining alone or with friends.  Lovely atmosphere, great food . Beautiful tranquil setting.",5,Reviewed 25 November 2017 ,Mangoes
"En0ckSydney, Australia",Europe food - if you are missing it,"Lovely location looking out to the sunset through trees. Menu is completely European- mainly British with a good variety of food. I’d describe the food as very well executed home cooking. Price for food and wine are reasonable. The place is difficult to find as it is down a dead end road with only a small sign on the side of the restaurant- worth a visit if you want a change from Asian food for a night. Good atmosphere and friendly, attentive service. We recommend a trip here and would certainly come again.Show less",4,Reviewed 24 November 2017 ,Mangoes
