Restaurant,Review_Count,Avg_Star_Rating,Avg_Aspect_Ambience,Avg_Aspect_Cleanliness,Avg_Aspect_Food,Avg_Aspect_Location,Avg_Aspect_Price,Avg_Aspect_Service,Avg_Aspect_Waiting Time
Dynasty Chinese Restaurant,36,3.2222222222222223,,,0.1439205882352941,0.4404,0.0,-0.1281142857142857,0.04166
EPL,2,2.0,,,,,,,
"EPL (Eat, Play, Laugh)",5,3.0,0.5199,,0.005175000000000013,,,0.4989166666666667,
Earle Swensen's,4,2.25,,,0.4404,,0.0,0.0,0.0
East Ocean Seafood Restaurant,9,4.0,,,0.41705714285714285,,,0.1325375,0.0
East Ocean Seafood Restaurant Menglembu,78,3.141025641025641,0.2997,,0.2943381313131313,0.2202,0.10597000000000001,0.15790625,0.0
Eastern Dragon Restaurant,28,2.75,0.4404,,0.19530111111111112,0.0,0.0,-0.171,0.0
Eat X Dignity Cafe,78,3.6794871794871793,0.4442625,,0.29744789473684213,0.0,0.1101,0.3358461538461538,0.08648333333333333
Eat at 18,48,2.7916666666666665,0.14049999999999999,,0.15918823529411763,0.0,0.0,-0.14566333333333334,0.0
Eddy's Tap & Grill,2,3.0,,,,,,,
Edelweiss Cafe,42,3.738095238095238,0.28837777777777773,,0.17552222222222222,0.0,,0.2878636363636364,0.2202
Edo Ichi,9,3.3333333333333335,0.4215,,0.40102000000000004,,0.0,0.14891000000000001,0.0
Edo Ichi Nexus Bangsar South,62,2.806451612903226,0.38706666666666667,,0.1607635802469136,,0.0,0.10117395833333333,0.1468
Edo Ichi Solaris Dutamas,4,4.0,,,0.6249,,0.0,0.24695,
Ee Beng Vegetarian Food,63,3.253968253968254,,,0.1800235632183908,,0.0316625,0.12843,
Ee Chinese Cuisine Restaurant,16,3.3125,,,0.15275714285714284,0.0,,0.1175,
Ee Ji Ban Chicken Rice Ball,109,2.8073394495412844,0.4404,0.0,0.13357180751173708,0.1468,0.08191428571428572,0.06394444444444444,0.04795555555555556
EeJiBan Chicken Rice Ball Halal,117,2.9401709401709404,,0.0,0.079074375,0.4404,0.043607692307692306,0.35590000000000005,0.04043
"Ekkamai, Batai",21,3.0,0.13023,,0.19088809523809522,0.0,0.0,0.42284583333333337,0.1101
El Cerdo,157,3.828025477707006,0.3805382352941176,0.2023,0.3050277056277056,0.0,0.16320769230769233,0.37954183673469394,0.13139285714285714
El Iberico,24,2.7083333333333335,,,0.08920454545454547,,0.2263,0.1468,0.29295
El Mesón,21,2.9523809523809526,0.4577,,0.16114833333333334,0.0,0.31245,0.08610208333333334,0.04588
El Sid's Bar,2,4.0,0.43095,,0.296,,,0.4939,
El Toro Langkawi - Mexican Bar & Grill,67,3.298507462686567,0.4215,,0.28565073529411766,0.2023,0.253075,0.240225,0.0
El Toro Loco @ Cormar Suites,26,2.9615384615384617,0.5002,,0.030146875000000004,0.4404,0.0,0.14263333333333333,
El Toro Loco KL,14,3.9285714285714284,0.5232,,0.2669333333333333,0.0,,0.17415,0.0
Elegant Cafe,1,5.0,,,0.6249,,,,
Elegant Inn Hong Kong Cuisine,12,3.25,0.4215,,0.1908416666666667,,,0.24498333333333333,
Elephant Rock Restro Bar,8,4.125,0.2202,,0.349775,0.0,-0.3252,0.24695,
Emily's Steakhouse Kuala Lumpur,52,3.0961538461538463,0.3607,,0.2809762222222222,0.0,0.1468,0.24515098039215685,-0.0516
Enca Cafe & Restaurant,40,3.7,0.4939,,0.20711892857142858,0.2202,,0.4392625,0.4215
Enca Restaurant,15,3.1333333333333333,,,0.3648609523809524,,0.18964999999999999,0.04334999999999999,0.0
Engleham 31,9,2.4444444444444446,,,0.2298125,0.0,,0.2023,
Enju,4,3.0,,,0.237675,,0.0,0.2202,
Enorme Italian Restaurant,87,3.0919540229885056,0.12079285714285715,,0.1843285925925926,-0.2548,0.2936,0.14659666666666665,0.0
Enoteca Vino & Cucina,16,2.875,0.29295,,0.3002215277777778,0.21075,0.2083,0.4557194444444444,0.0
Entier French Dining,113,2.734513274336283,0.31376,-0.18766666666666665,0.15949523809523808,0.18409999999999999,0.18617,0.05918181818181818,-0.028675
Escobar Bar & Grill,47,2.2127659574468086,-0.07700714285714286,,-0.0032333333333333368,0.2616,0.0,0.1219,0.0
Essence Restaurant,33,2.909090909090909,0.5326500000000001,,0.0901925,,0.22223333333333337,0.39967,0.22641666666666665
Estana Curry House,5,2.4,,,-0.08007500000000001,,,0.0,
Euro House,100,3.18,0.22403333333333336,,0.18433460317460318,0.4404,-0.023166666666666662,0.22020000000000003,0.31245
EverGreen Restaurant,43,3.3488372093023258,,,0.2384804347826087,0.0,0.119325,-0.31951999999999997,0.0
Evergreen Restaurant,6,2.6666666666666665,,,-0.050108333333333324,0.43095,0.3181333333333333,,
Excapade Japanese Cuisine Tanjong Lobang,58,3.3793103448275863,0.43095,,0.15928933333333334,0.4404,0.19063333333333332,-0.05729444444444445,0.0
Excapade Sushi,10,2.6,,,0.0,0.0,-0.060275,-0.43210000000000004,
Exotic Curry House,2,1.5,,-0.5423,,,,,
Express Teppanyaki,7,2.7142857142857144,,,0.3182,,0.36471666666666663,,
Eye's Steak,1,1.0,,,0.0,,,0.0,
FAj Cafe,1,4.0,,,,,,,
FLOUR,39,2.8461538461538463,0.24958333333333332,0.4404,0.10485965136054422,0.0734,0.11664285714285715,0.17365000000000003,0.0
FOOD PARADISE RESTAURANT & BISTRO,5,3.6,,,0.2936,,,0.4939,
FS Nasi Kandar Corner,25,3.04,0.4215,0.0,0.22066875,0.6249,0.3607,0.2274181818181818,0.31845
"FUNA Zushi at Jalan Istana, Klang",2,4.0,,,0.4404,,,,
Face To Face Noodle House,11,2.727272727272727,-0.4767,,0.0734,,0.0,0.4939,
Farmland Porridge Steamboat,1,3.0,,,,,0.3749,,
Farquhar's Bar,6,2.6666666666666665,0.4215,,,,,0.019291666666666665,
Fat Brother,5,4.2,,,0.0,,,,0.0
Fat Cupid - Cafe & Restaurant,68,3.3823529411764706,0.31240625,,0.29626458333333333,-0.3612,0.4404,0.41223666666666664,0.0
Fat Fish,45,3.088888888888889,0.4043,,0.2379475,,0.0734,0.334625,0.0
Fat Olive Food Garage,24,3.6666666666666665,,,0.2811230769230769,0.20095,0.1589,0.12849,
Fatboy's The Burger Bar,16,3.0,0.28595,,0.020971428571428575,,0.0,0.011700000000000007,0.0
Fatfish jb,32,3.6875,0.42622499999999997,,0.278675,0.0,0.0,0.30505,0.0
Fatty Crab Restaurant 肥佬蟹海鲜楼,81,2.7160493827160495,,,0.11626172159090908,0.0,-0.013650000000000002,-0.10436000000000001,0.0
Fatty Mee Hoon Kuih,31,3.064516129032258,,,0.059199999999999996,,0.0,-0.1589,-0.0279
Fatty Mee Hoon Kuih House (Klang),77,3.2337662337662336,,,0.28261470588235293,,0.12676,-0.12835925925925926,0.0
"Favola , Le Méridien Kuala Lumpur",54,2.9074074074074074,0.42528,,0.15624733333333332,,-0.22666666666666668,0.235195,0.0
Favola Italian Restaurant,55,3.8,0.3545466666666667,,0.21574059139784946,,0.163725,0.2613333333333333,0.08927142857142857
Fcup Dessert 凝夏,1,2.0,,,0.0,,,,
Feast & Furious,65,3.4461538461538463,0.4187,,0.16560625,0.0,0.04404,0.03776666666666667,0.0
Feast Village Starhill Gallery,8,2.5,,,0.0,,0.4404,,
Feast and Furious Cafe,31,3.3870967741935485,0.44864,,0.1732148039215686,0.0,0.15172,0.14871111111111113,-0.02054
Feed Me Miri,11,3.1818181818181817,,,0.1953875,,,0.24695,-0.05135
Fei Bo Snow Beer Ipoh Garden East 肥波雪花啤酒,96,3.03125,-0.014950000000000005,,0.24629826203208557,0.0,0.05995,0.21774545454545455,0.1468
Fei Fan Hotpot,3,4.666666666666667,,,0.5719,,0.5719,0.33483333333333337,
Fellini Ristorante & Caffe,39,3.4358974358974357,0.38743,,0.318228253968254,,0.16871666666666665,0.22528749999999997,0.29557500000000003
Feringgi Grill,51,3.5294117647058822,0.41186,,0.1394890804597701,0.0,0.059199999999999996,0.37497142857142857,0.0
Feringgi Grill at Shangri-La's Rasa Sayang Resort and Spa - Penang,5,3.8,0.20095,,0.4596,,0.0,,
Fern Pine Cafe,14,3.0714285714285716,,,0.224071875,,,-0.01815,
Fern Pine Cafe @ Holiday Villa,6,2.8333333333333335,,,0.0,,,0.22911666666666666,
Fifty Trees,56,3.2857142857142856,0.5151600000000001,,0.14886388888888888,-0.2263,0.1952,-0.03363000000000001,0.0
Fig Tree Cafe,2,3.0,,,,,,,
Fish & Co. (pavilion Kl),14,2.857142857142857,,-0.4767,0.1816190476190476,,0.296,-0.014966666666666665,0.0
Fish Lady,1,3.0,,,-0.07543333333333334,,,-0.4767,
Fish and Chips By. Bareeseta,2,5.0,,,0.09531666666666666,,,,
Fish and Chips by Bareeseta,26,3.5,0.5719,,0.34856818181818183,,,0.5035,-0.042375
Fisherman Seafood,30,3.066666666666667,0.4404,,0.27592083333333334,0.0,0.0,0.24695,0.0
Fisherman's Cove,9,2.7777777777777777,0.4215,,0.28945,0.4404,,0.436625,0.0
Fisherman's Dock,1,5.0,,,0.0,,,,
Flavourest Cafe,1,2.0,,,0.5011666666666666,,,,
Flip Burger Queensbay Mall,30,3.3333333333333335,,,0.152075,,0.0,0.2949,
"Flock, W Kuala Lumpur",57,3.1052631578947367,0.363175,,0.18337199999999998,,,0.1426814814814815,0.0
Flowers in the Window,86,3.244186046511628,0.32027500000000003,0.4215,0.19975514184397164,0.0,0.0367,0.04854615384615384,0.0
Flying Dutchman Bar & Bistro,1,5.0,,,,,,,
Flying Monkeys Bar,1,5.0,,,,,,0.4939,
Foh San,165,2.587878787878788,0.2713785714285714,,0.15538976608187133,-0.07666666666666666,0.05271904761904762,-0.06277333333333333,0.058915789473684206
Foh San Restaurant,440,2.2522727272727274,0.3102107142857143,,0.035922499999999996,0.13316250000000002,0.04209333333333334,-0.20585232804232803,-0.01692692307692308
Fong Lye,13,3.6923076923076925,,,0.0552,,0.4404,0.2345047619047619,0.0
Fong Lye Fusion,11,2.6363636363636362,,,0.14002,,0.019533333333333347,0.246225,0.0
Fong Lye Taiwan Restaurant (Sunway) 蓬莱茶房,67,2.4328358208955225,0.2873,,0.14691819376026272,,-0.014125,-0.27296363636363635,0.0
Food Paradise 乡之丰味 - JB City Square,11,2.4545454545454546,,,0.0260375,,0.0,-0.4767,0.0
Foodie Foodie,13,3.3076923076923075,0.6249,,0.40492,,,0.213625,0.0
Foodilicious Kitchen Shah Alam,7,2.5714285714285716,,,0.148,,0.0,,
Foodsbury,26,2.1153846153846154,0.4215,,0.13248333333333331,0.0,0.15086666666666668,-0.06416666666666666,0.0
Fook Xing Restaurant,2,2.0,,,,,0.25,,
Fook Xing Seafood Sdn. Bhd.,22,2.8636363636363638,,,0.21939375,0.0,0.14049999999999999,,0.0
Foremula,2,3.0,,,0.5574,,,0.47550000000000003,
Fork & Knife Restaurant,40,2.875,0.2202,-0.4404,0.16307843137254904,,0.1591,0.044245833333333325,
Fork and Knife Restaurant,3,1.6666666666666667,-0.1531,,0.09255000000000001,,,0.008350000000000024,0.0
French Feast,11,2.4545454545454546,,,0.146924,0.4404,0.4404,0.2936,-0.1027
Fresca Mexican Kitchen & Bar,70,2.357142857142857,0.45066000000000006,,-0.015716190476190477,,0.21306000000000003,0.01782083333333333,0.0
Friendscino Pelangi Johor Bahru,3,3.0,,,,,,,
Frisky Goat,20,3.15,0.2618,,0.21072708333333334,,,0.3586142857142857,0.0
Frontera Sol of Mexico,10,2.0,0.0,,0.3397125,,,,
Fruity Cake Sdn. Bhd.,1,5.0,,,,,,,
Fu-Rin,7,2.857142857142857,0.0,,0.1368361111111111,0.0,0.0,0.23131,
FuduBa,2,4.0,,,,,,0.4967,
FuduBa Japanese,35,2.5428571428571427,0.2873,,0.033158181818181816,,0.0,0.19756,0.0
Fuel Shack - Terminal Bersepadu Selatan,9,1.6666666666666667,,,0.0515675,,,,0.0
Fuel Shack Signature,54,2.5925925925925926,0.2616,,0.13962763440860215,0.4404,0.18558125,0.08447857142857143,0.0
Fugo Ryori,8,2.25,0.6249,,0.005733333333333331,,,0.093275,
Furui Michi Ramen,2,5.0,,,0.24003333333333332,,,,
GCafe Mount Austin,1,3.0,0.4939,,0.2294,,,0.5106,
GE Sausages,2,3.5,,,,,,,
GM Burger,23,3.0869565217391304,,,0.14768571428571425,,0.13355,,
GO Noodle House,12,2.75,,,0.0,,0.4404,0.21075,0.0
GOODDAM,30,3.1333333333333333,0.398175,,0.1644503846153846,,0.0,0.4923,0.0
Gala Corner,110,2.918181818181818,0.0,0.0,0.14479166666666668,0.11069999999999999,,-0.24657500000000002,-0.05135
Galanggal Cafe,9,3.5555555555555554,0.0,,0.2083,0.2202,0.0,0.21075,
Gales,1,4.0,0.4215,,0.48355,,,,
Gallo Nero Italian Restaurant,84,3.4166666666666665,0.41920555555555555,,0.2685908888888889,0.0,0.252925,0.15155641025641026,-0.002088571428571428
Gangnam Station,6,3.0,,,0.084875,,,0.0,
Garage Cafe,2,3.5,,,0.2083,,,0.51315,
Garam Masala North Indian Restaurant,22,3.3181818181818183,0.2869,,0.2480482142857143,0.0,,0.40476999999999996,
Garden Cafe at Golden Sands Resort - Penang,12,2.4166666666666665,,,-0.04294666666666667,,,,0.0
Garden Steamboat,1,1.0,,,,,,,
Gastro Sentral,48,3.5208333333333335,0.1212,,0.14591388888888887,0.0,0.0,0.25231750000000003,0.0
"Gastro Sentral, Le Méridien Kuala Lumpur",42,3.3095238095238093,0.4893,,0.46118636363636367,,0.0,0.291076,0.0
Gavel Coffee Kitchen Craft Beers,10,3.0,,,0.12149000000000001,,,-0.0923375,0.0
Gayatri @ Medini Restaurant,7,2.142857142857143,,,0.05505,,,0.11315,
Gem Restaurant,41,2.7804878048780486,0.10217500000000002,,0.15193548387096775,0.11111666666666668,0.08626666666666667,0.1773378787878788,0.0
Gem Restaurant PJ,83,2.6144578313253013,0.3037714285714285,,0.26604375,0.43095,0.2202,-0.2096625,0.0
Gemoq Cafe,1,5.0,,,,,,,
Genji Japanese Restaurant,51,2.7450980392156863,0.0,,0.20488055555555557,0.0,0.0,0.22698999999999997,0.1468
Geographer Cafe,516,2.798449612403101,0.2195140056022409,-0.16436666666666666,0.12047399544678429,0.3770120967741935,0.05561166666666666,0.12274080086580087,0.05090813953488372
Geographer cafe Kuala Lumpur,91,3.4065934065934065,0.42851,,0.2732687037037037,,0.0,0.411364,0.0
George & Dragon Cafe Sdn. Bhd.,61,2.9508196721311477,0.3740541666666667,,0.15266754385964912,,0.0,0.11861999999999999,0.0
George & Dragon Cafe at Taman Tasek,18,3.5,0.1638,,0.2489375,,0.0617375,0.2597625,0.0
German Food Corner,84,3.6547619047619047,,,0.20117588652482268,,0.129975,0.311346875,0.2553
German Sausage House,3,3.3333333333333335,,,0.0,,,,
GhaZal Cafe,1,1.0,,,,0.0,,,
Gianni's Trattoria,87,2.9310344827586206,0.31127916666666666,,0.23836794871794872,,0.04945833333333333,0.06352348484848486,-0.014671428571428571
Gin Gastronomy Italian,1,3.0,,,0.4404,,,0.6249,
Gin Ger,8,3.5,0.51315,,0.17596750000000003,,0.2202,0.5019,
GinRikSha,7,2.7142857142857144,0.46081111111111106,,0.2569,-0.10115,,0.5719,0.2732
Ginger Restaurant,28,2.5,0.0,,0.04724057971014492,,0.120725,0.11684230769230768,0.0
Giovanni's Ny Style Restaurant,1,5.0,,,0.4215,,,,
Giovannis,3,4.333333333333333,,,0.417825,,,,0.0
Girlie's Cafe,1,5.0,,,0.4404,,,,
Girlie's Café,17,3.0588235294117645,,,0.16572857142857142,,,0.24695,
Glass Tartines and Tipples,6,3.0,,,0.37372,0.6249,,0.43779999999999997,
Go Noodle House,6,3.3333333333333335,,,0.25095,,,,
Go.Fun Kee Bak Kut Teh,12,3.3333333333333335,,,0.24233749999999998,,,0.0,0.0
Goa By Sapna Anand,3,3.0,,,-0.07945,,,,
Gobo Chit Chat,62,2.661290322580645,0.22568333333333332,,0.06699866666666666,0.2202,0.06735000000000001,-0.021985507246376813,0.0
Gobo Upstairs Lounge & Grill,80,3.0875,0.30407142857142855,,0.15809778911564626,0.38706666666666667,0.11972222222222223,0.19488529411764707,0.0
Gogigo,1,3.0,,,,,,,
Gogirou BBQ Meat Street,3,2.0,,,0.0,,,,
Goh Zha Lang Restoran Taiwan,1,2.0,,,0.33605,,,,
Golden Mansion Restaurant,2,3.0,,,0.33030000000000004,,0.0,,
"Golden Wok, Live Seafood Restaurant",8,1.625,,,0.074,0.2202,,0.127775,
Goo9s,1,3.0,0.5106,,,,,0.4215,
Good New World,3,2.6666666666666665,,,0.046785,,,0.4404,
Goodness Greens Cafe,10,3.0,0.4215,,0.18304761904761907,,,0.13958333333333334,0.0
Goon Wah XO Fish Head Noodle,80,2.4125,0.0,,0.14626296296296296,,0.08895,-0.025242857142857147,0.0
Gourmet Sausage,12,2.8333333333333335,0.2263,,0.22756,,0.2202,0.21075,0.0
Gozen Japanese Restaurant,1,5.0,,,,,,0.2263,
Gran Fiesta,1,1.0,,,,,,0.0,0.0
Grand Bayview Seafood Restaurant,71,2.887323943661972,0.2202,,0.210336,,0.01767777777777778,-0.0019142857142857097,0.0
Grand Harbour Restaurant,10,2.4,0.4215,,0.074,,0.0,0.21414999999999998,0.0
Grand Imperial Restaurant,17,3.0,0.0,,0.11179166666666666,,0.0,0.04762,
Grand Palace,2,3.0,,,,,,,
Grand Straits Garden Seafood Restaurant,74,3.135135135135135,0.2202,,0.19322653333333334,0.22020000000000003,0.26534,-0.2082357142857143,0.0
Grand Straits Garden Seafood Restaurants,14,3.0714285714285716,0.37929999999999997,,0.15997083333333334,0.4215,0.0,0.3374333333333333,0.0
Grandmama's,10,1.7,,,0.08808,0.0,,-0.2994,0.0
Grandmama's Intermark KL,15,2.7333333333333334,0.4215,,0.11062187500000001,,0.0,0.15535333333333332,0.0
"Gravity, Rooftop Bar, Penang",12,3.8333333333333335,0.3151833333333333,,0.0,0.6249,,0.24695,
GravyBaby Damansara Heights,72,2.7222222222222223,0.3877875,,0.11023382716049383,0.6249,-0.074,0.04013846153846154,0.0
GravyBaby Melaka,8,2.375,0.2873,,0.09866666666666667,,,,
Gravybaby Jalan P Ramlee,103,2.7766990291262137,0.3598857142857143,-0.4767,0.11691073333333334,0.325575,0.09765,0.23395325203252032,0.156225
Graze,17,2.764705882352941,0.45855,,0.27570833333333333,,,0.14075000000000001,0.5719
"Graze Restaurant, Kuala lumpur",37,3.8378378378378377,0.3708666666666667,,0.2614923076923077,,0.0,0.2662875,0.0
Grease Cheesesteak,7,2.7142857142857144,0.0,,-0.27115,,,0.24695,
Green Hill Corner Hawker Centre,25,3.36,0.6249,,0.09681250000000001,0.2616,0.25095,,0.0
Green House Vegetarian Restaurant,1,1.0,,,,,,,
Greenet Bar & Restaurant,2,2.5,,,0.4215,,,,
Greentown Dimsum Cafe,23,3.217391304347826,0.13125,,0.17362380952380954,,0.0,0.228975,0.0
Greentown Dimsum Café,228,3.3421052631578947,0.36845000000000006,0.4019,0.24440316901408451,0.2202,0.04115833333333333,0.11157791666666668,0.0
Greyhound Cafe,23,2.217391304347826,0.47565,,0.14303181818181818,-0.5423,0.10606666666666666,0.31655714285714287,0.0
GridIron Sports Cafe & Lounge,6,3.3333333333333335,0.4939,,-0.09534000000000001,,,0.4404,
Grill Bar,25,2.68,0.22142,,0.21475089285714286,0.10534999999999997,0.1468,0.23793888888888887,-0.1589
Grill Bar Steakhouse,39,2.7435897435897436,0.5019,,0.28015072463768115,0.0,0.0,0.5719,
Grill Wine Cafe,7,3.7142857142857144,0.4577,,0.11293,,0.0,0.24695,
Grub by Ahong & Friends,82,3.341463414634146,0.12765,,0.23304135487528346,0.0,0.023741666666666664,0.16838,0.014680000000000002
Gudang Café,74,3.391891891891892,0.43494,,0.20906875,0.21075,0.0,0.172475,0.0
Gui Yuan Restaurant,90,2.7,0.4215,,0.14160757575757577,-0.17,-0.0211875,0.24995,
Gurney Delight Cafe,1,1.0,,,,,,,
Gustafood Café Resto,1,5.0,,,,,,,
Gusto Cafe,29,3.1379310344827585,0.4215,,0.19774285714285714,,0.11315,0.14049999999999999,0.0
HALE Healthy Fast Food,3,3.6666666666666665,,,0.14049999999999999,,,,
HANAYA Japanese Dining,3,3.3333333333333335,,,0.0,,0.0,0.0,
HBL Food Corner,25,3.6,,,0.26529444444444444,0.2202,0.156225,-0.3612,
HH+ by Haven Harbour,18,3.0555555555555554,0.4404,,0.363175,,0.09866666666666667,0.1718375,
HIGHtime Gastropub,1,4.0,,,0.0,,,,
HK Recipe,1,1.0,,,0.0,,,,
HYdeout By Grand Hyatt Kuala Lumpur,2,4.0,,,0.4404,,,0.0,0.31245
Hadramawt JB Restaurant,2,4.0,,,0.26335,,,,
Hadramawt Kitchen,9,3.888888888888889,,,0.3389611111111111,0.0,0.6249,0.08231666666666666,
Hadramawt Kitchen Shah Alam-Middle Eastern Restaurant,51,3.843137254901961,0.4758777777777778,,0.20879205069124424,0.4404,0.07461428571428572,0.22582500000000003,0.0
Hadramawt Langkawi Restaurant,72,2.625,0.2872166666666667,,0.18576805555555556,,0.015580000000000002,0.2016166666666667,
Hadramawt Palace,5,2.0,,,0.21960000000000002,,,0.4215,
Hadramawt Restaurant,9,2.7777777777777777,0.13125,,0.10694999999999999,0.13935,,0.123475,
Hadramawt Restaurant Johor Bahru,12,2.5833333333333335,,,-0.21619999999999998,0.4404,0.0,0.4939,0.0
Hai Ba Wan,2,2.0,,,0.0,,,,
Hai Nan Village Lei Cha,6,4.333333333333333,,,0.4404,,,,
Hai Wei Seafood Restaurants 海味海鲜中餐厅,44,3.2954545454545454,,,0.23404444444444447,,0.0,0.0,-0.1698666666666667
Hai Yan,4,3.75,,,0.2202,,,,
Hainamko Chicken Rice,10,2.6,0.4404,,-0.06586,,,0.0,0.0
Hainan Cafe,36,3.388888888888889,,,0.22337894736842107,,0.0,0.3601,0.0
Hainan Kitchen,2,5.0,,,0.31845,,,0.480525,
Hainanese Delights Restaurant Penang,28,2.142857142857143,,,0.12036363636363637,,0.0,-0.33966666666666673,
Hakka,12,3.1666666666666665,0.4404,,0.1250375,,,0.023783333333333333,
Hakka Mee Restaurant Paris (Yin Yau Kui),8,2.875,,,0.142975,,,0.4939,
Hakka Restaurant,244,2.8811475409836067,0.29884090909090905,0.030349999999999988,0.16897638104013105,0.19617946428571428,0.1606575,-0.0045932914046121626,0.006608333333333333
Halab Gate,3,3.3333333333333335,,,,,,,0.0
Halab KL,171,3.1169590643274856,0.31329,,0.20629471947194722,0.049999999999999996,0.10781333333333333,0.0945248427672956,0.005599999999999997
Halab KL Beremi,2,3.5,,,0.4215,,,,
Hameed Pata Mee Sotong,77,2.727272727272727,,,0.13986307692307692,,0.0,0.14327499999999999,0.020557142857142857
Hameediyah Restaurant,109,2.477064220183486,,0.0,0.23239988562091504,-0.12040000000000001,0.06364230769230769,-0.007690476190476184,0.004351923076923077
Han Palace Restaurant,5,2.8,,,0.056575,,,,
Han She Kitchen,1,2.0,,,,,,0.4404,
Hanamaru Udon Mid Valley Megamall,2,4.0,,,0.0,,0.2732,,
Hanare Authentic Japanese Cuisine,42,2.4761904761904763,0.394525,,0.16811816979316976,0.0,0.06304000000000001,0.04585333333333333,-0.030586666666666668
Handsome Seafood Restaurant,7,3.0,,,0.2914,,0.2202,-0.5423,0.0
Hanoi Cafe,1,3.0,,,0.0,0.0,,,
Hanoi Cafe JB,53,2.943396226415094,,,0.21113095238095236,,0.2202,-0.3615333333333333,
Hao Xiang Chi Seafood,1,3.0,0.0,,,,0.20095,,
Hao Yun Restaurant（苦瓜汤，炸肉，姜茸松鱼头）,18,3.1666666666666665,,,0.23953333333333335,-0.1027,0.0,0.2202,
Happy Happy Cenang Seafood Restaurant 真浪大家乐海鲜餐馆,114,2.456140350877193,,0.296,0.12807991452991455,,0.18199666666666667,-0.060087499999999995,-0.07543333333333334
Happy Mansion,5,2.8,,,0.4215,,,,
Happy Union Restaurant Sdn Bhd,43,2.697674418604651,,,0.16191764705882353,0.0,0.1101,-0.0242,0.0
Happy Wei Wei Kopitiam,1,5.0,,,0.21075,,,,
Hard Rock Cafe,536,2.8190298507462686,0.2165198795180723,0.4019,0.17890975535168196,0.31680726495726497,0.05831756756756757,0.1527579232111693,0.07763295454545455
Haroo Haroo Korean Restaurant,118,4.296610169491525,0.34625833333333333,,0.2798535714285714,0.0843,0.2006,0.3991287037037037,0.0714875
Haroo Korean Restaurant,69,4.043478260869565,0.5984,,0.33090630081300815,0.1468,0.05106000000000001,0.3230277777777778,0.1101
Haroo Story korean Restaurant,13,3.4615384615384617,0.43095,,0.1386875,,-0.21989999999999998,0.546025,
Haroo+,30,4.1,,,0.18711583333333331,,0.2273333333333333,0.349912962962963,0.0
Haroo+ Korean Restaurant,25,3.84,0.5574,,0.3383273958333333,,,0.4453833333333333,0.0
Harrods Cafe,55,2.4,0.17801999999999998,,0.09875875,0.33113333333333334,0.05303333333333333,0.16254561403508772,0.0
Harvest In Café,56,3.8035714285714284,0.4549,0.6249,0.2750047619047619,-0.025675,0.15787666666666667,0.4039142857142857,0.0
Harvests Bar & Grill,53,3.207547169811321,0.376425,,0.1281782608695652,0.4215,0.0,0.33146041666666665,0.0
Havana Bar & Grill,159,2.9685534591194966,0.3074258771929824,0.4404,0.2831577777777778,0.2661833333333333,0.13717500000000002,0.09354347826086956,0.06291428571428571
Havelly,4,2.75,0.5994,,0.2936,,0.0,0.46715,
Having's,23,3.9565217391304346,0.6249,,0.25256,,0.14928750000000002,0.12842,0.4404
Hawker Stalls in Chinatown,12,2.8333333333333335,,,0.20146666666666668,0.0,0.0,,
Hayashi Japanese Restaurant,3,3.3333333333333335,,,0.09736249999999999,,,0.16852666666666669,
Hayashi Japanese Restaurant 林日式料理,21,3.0476190476190474,0.4404,,0.19130833333333333,,0.4404,-0.4767,
Haza Cafe,2,3.0,,,,,,,
Healy Mac's,65,4.246153846153846,0.36728181818181815,,0.42107500000000003,0.53321,,0.348692,0.6072333333333333
Healy Mac's 12 Bar Cafe,23,2.5217391304347827,0.49560000000000004,,0.196961,0.3962066666666667,0.2237,0.26214444444444446,0.0
Healy Mac's Irish Bar,110,3.018181818181818,0.2405733333333333,,0.2931931818181818,0.44010000000000005,0.14781666666666668,0.07569666666666668,0.08808
Healy Mac's Irish Bar & Restaurant,167,3.2634730538922154,0.3631507936507936,,0.21541666666666667,0.36057500000000003,0.06735000000000001,0.20927933333333332,0.20928
Healy Mac's Irish Bar and Restaurant,107,3.682242990654206,0.369985,,0.33434166666666665,0.33425,0.23835,0.3708640425531915,0.156225
Heap Seng at 29,21,3.238095238095238,0.21075,,0.3061111111111111,0.0,0.1468,0.05726666666666667,
Heavenly Pandan Cafe,1,3.0,,,0.0,,,,
Hee Lai Ton Restaurant,87,2.8620689655172415,0.4404,-0.4404,0.1868803418803419,-0.07686,0.13809666666666667,0.12223333333333332,0.05719
Helena Cafe,23,3.130434782608696,,,0.1759,,0.0,0.44040000000000007,
Helena's Cafe,85,3.388235294117647,0.4939,,0.22060556818181817,0.4404,0.34735,0.338316091954023,0.08748571428571429
Heng Hainanese Chicken Rice Ball,19,2.4210526315789473,,,0.05564242424242424,0.4404,0.09806666666666668,0.031733333333333315,0.0
Heng Huat Coffee Shop,3,3.6666666666666665,,,0.0,,,,
Heritage Artisans,2,3.5,,,0.2202,,0.0,,
Heritage Flavours,1,3.0,,,0.0,,,,
Hermanos Restaurants,7,4.0,,,0.21662499999999998,,,,
Heun Kee Claypot Chicken Rice,7,3.857142857142857,,,0.32221500000000003,,0.31245,0.0,0.0
Hi Barry Desserts Cafe,8,3.75,0.2202,,0.0647361111111111,,,,0.0
Hi hotpot buffet,35,2.8,0.4404,,0.20246,,0.10606666666666666,0.237875,0.0
